gene_id	C1	C2	H1	H2
TcCLB.503939.100	2587	3388	2455	2413
TcCLB.503939.90	1805	2257	1794	1469
TcCLB.503939.84	732	992	931	894
TcCLB.503939.80	4320	5845	4458	4350
TcCLB.503939.70	4830	6672	4033	3765
TcCLB.503939.60	2112	2650	1885	1704
TcCLB.503939.50	2426	3372	2163	2229
TcCLB.503939.40	4019	5569	3897	3798
TcCLB.503939.30	1821	2717	1908	1923
TcCLB.503939.20	3262	4726	3824	3777
TcCLB.503939.10	1435	1966	1489	1460
TcCLB.503939.4	55	59	78	72
TcCLB.511267.40	106	130	215	182
TcCLB.511267.30	2592	3719	2675	2656
TcCLB.511267.24	1110	1446	1144	1040
TcCLB.511267.20	11	14	17	7
TcCLB.511265.10	1	0	1	1
TcCLB.511263.50	9	7	0	1
TcCLB.511263.40	61	90	141	123
TcCLB.511263.30	1212	1952	1591	1605
TcCLB.511263.20	2975	4122	3033	2905
TcCLB.511263.9	3829	5116	3460	3266
TcCLB.511261.160	1153	1720	1341	1366
TcCLB.511261.150	925	1226	982	911
TcCLB.511261.140	803	1047	1037	1013
TcCLB.511261.130	655	947	673	682
TcCLB.511261.120	469	659	589	565
TcCLB.511261.100	1011	1366	1093	969
TcCLB.511261.90	1912	2780	1706	1624
TcCLB.511261.80	856	1148	1005	963
TcCLB.511261.71	893	1142	652	585
TcCLB.511261.60	2262	3250	2153	2153
TcCLB.511261.50	1659	2239	1359	1266
TcCLB.511261.40	1370	1794	1798	1700
TcCLB.511261.30	2428	3128	1845	1833
TcCLB.511261.20	1734	2298	1350	1270
TcCLB.511261.10	2346	3194	2139	2098
TcCLB.511261.4	699	999	668	693
TcCLB.506333.10	6368	8758	6222	6019
TcCLB.506333.19	3540	5572	3706	3793
TcCLB.509741.20	1318	1761	1036	936
TcCLB.509741.30	1199	1677	1225	1146
TcCLB.509741.34	1039	1460	1082	1119
TcCLB.509741.40	735	950	681	580
TcCLB.509741.50	479	691	458	455
TcCLB.507787.10	1243	1691	1167	1036
TcCLB.507787.20	2924	4116	2608	2821
TcCLB.507787.30	529	712	509	452
TcCLB.507787.40	1299	1515	1028	970
TcCLB.507787.50	1943	2349	1880	1770
TcCLB.507787.70	1124	1528	1044	1105
TcCLB.507787.80	1893	2501	1839	1804
TcCLB.507787.90	2546	3400	2290	2231
TcCLB.507787.100	11163	16338	10778	10515
TcCLB.507787.110	614	822	687	694
TcCLB.507787.120	836	1051	693	771
TcCLB.507787.130	2589	3344	1815	1747
TcCLB.507787.140	2242	2807	2033	1986
TcCLB.507787.150	0	1	0	0
TcCLB.507787.170	3	7	4	1
TcCLB.507787.190	0	1	0	0
TcCLB.507789.9	0	0	0	0
TcCLB.506335.9	0	0	0	0
TcCLB.506335.15	1	0	2	1
TcCLB.506335.20	14	35	24	13
TcCLB.506335.50	141	201	95	120
TcCLB.506335.55	33	63	21	27
TcCLB.506335.60	109	131	81	86
TcCLB.506335.69	158	224	151	164
TcCLB.506335.80	0	2	1	2
TcCLB.506335.100	97	94	69	60
TcCLB.506335.105	0	2	1	4
TcCLB.506335.110	0	0	0	1
TcCLB.506335.130	6	5	7	5
TcCLB.506335.150	0	0	0	0
TcCLB.506805.10	3	8	5	9
TcCLB.506805.20	0	0	1	0
TcCLB.510413.10	0	0	0	1
TcCLB.510415.9	0	1	3	2
TcCLB.510417.20	0	0	0	0
TcCLB.510417.30	216	258	156	133
TcCLB.510417.40	0	0	0	0
TcCLB.510419.11	0	0	0	0
TcCLB.510419.20	16	20	12	14
TcCLB.510419.30	0	0	0	0
TcCLB.510421.10	1	4	1	2
TcCLB.510421.29	751	1074	597	649
TcCLB.510421.50	1536	2216	1743	1634
TcCLB.510421.60	1444	1992	1292	1266
TcCLB.510421.70	1291	1672	1031	1003
TcCLB.510421.80	417	547	410	406
TcCLB.510421.90	2465	3556	2690	2670
TcCLB.510421.100	1119	1499	1113	1155
TcCLB.510421.110	1884	2512	1380	1421
TcCLB.510421.130	2962	4249	2744	2801
TcCLB.510421.140	1117	1514	1125	1096
TcCLB.510421.150	4176	5906	4221	4063
TcCLB.510421.170	3655	5399	3404	3425
TcCLB.510421.180	925	1280	868	839
TcCLB.510421.190	2331	3275	2241	2073
TcCLB.510421.200	1971	2709	1611	1554
TcCLB.510421.210	2594	3760	2305	2275
TcCLB.510421.220	2268	3085	2314	2244
TcCLB.510421.240	41	46	42	31
TcCLB.510421.250	2963	4187	2921	2916
TcCLB.510421.260	27	41	21	20
TcCLB.510421.264	579	872	614	648
TcCLB.510421.270	486	689	580	597
TcCLB.510421.280	1980	2769	1935	1984
TcCLB.510421.290	1470	2039	1320	1250
TcCLB.510421.300	1288	1693	1163	1078
TcCLB.510421.310	3117	4280	2739	2652
TcCLB.510421.314	514	683	544	549
TcCLB.510421.320	2498	3450	2498	2493
TcCLB.510421.330	3065	4285	2967	2751
TcCLB.503603.20	1002	1446	944	975
TcCLB.503603.10	828	1117	711	703
TcCLB.477935.9	1514	2083	1404	1521
TcCLB.457251.19	258	361	288	288
TcCLB.457251.10	4782	6555	4964	4873
TcCLB.425855.9	38	51	58	59
TcCLB.508267.10	2564	3535	2466	2422
TcCLB.508267.20	1	0	0	1
TcCLB.508267.30	0	0	0	0
TcCLB.508267.40	0	0	0	0
TcCLB.508267.50	0	0	0	0
TcCLB.508267.60	0	0	0	0
TcCLB.506041.10	0	0	2	0
TcCLB.506041.20	0	0	0	0
TcCLB.506041.30	0	0	0	0
TcCLB.506041.40	764	1280	898	858
TcCLB.506041.50	1974	2812	1707	1647
TcCLB.506041.60	1163	1751	1302	1402
TcCLB.504023.10	893	1219	1074	1068
TcCLB.504045.5	318	481	327	386
TcCLB.504045.10	1528	2314	1510	1407
TcCLB.504045.20	1905	2472	1800	1745
TcCLB.504045.30	608	830	646	635
TcCLB.504045.50	1503	2041	1256	1256
TcCLB.504045.55	2601	3500	2463	2351
TcCLB.504045.60	7286	10010	5655	5385
TcCLB.504045.70	267	392	330	308
TcCLB.504045.80	607	836	729	688
TcCLB.504045.90	973	1338	1011	952
TcCLB.504045.100	2449	3409	2751	2758
TcCLB.504045.110	8140	11640	7418	7243
TcCLB.504045.114	514	673	486	481
TcCLB.504045.120	1398	1800	1289	1207
TcCLB.504045.130	155	253	151	138
TcCLB.507081.139	1209	1582	992	917
TcCLB.507081.130	1445	1986	1460	1530
TcCLB.507081.120	1706	2310	1577	1451
TcCLB.507081.110	5324	7561	4015	3667
TcCLB.507081.100	823	1077	815	813
TcCLB.507081.90	894	1208	983	947
TcCLB.507081.80	919	1280	963	1004
TcCLB.507081.70	1380	1730	1290	1195
TcCLB.507081.60	2654	3711	2200	2172
TcCLB.507081.50	1271	1606	1010	967
TcCLB.507081.40	1317	1728	1213	1108
TcCLB.507081.30	2080	2771	1960	1802
TcCLB.507081.20	2337	3148	1969	2171
TcCLB.508479.500	94	127	66	61
TcCLB.508479.490	0	0	0	0
TcCLB.508479.480	0	0	0	0
TcCLB.508479.465	0	0	0	0
TcCLB.508479.450	0	0	0	0
TcCLB.508479.390	823	970	648	592
TcCLB.508479.380	831	1113	817	757
TcCLB.508479.370	786	979	651	597
TcCLB.508479.360	2965	3842	2540	2497
TcCLB.508479.350	1355	1862	1491	1467
TcCLB.508479.340	3613	4794	4060	4135
TcCLB.508479.330	2756	3480	2503	2411
TcCLB.508479.320	778	1095	810	767
TcCLB.508479.310	1042	1413	950	1035
TcCLB.508479.300	452	613	422	401
TcCLB.508479.290	1516	1867	1432	1391
TcCLB.508479.280	1183	1529	1428	1432
TcCLB.508479.274	1258	1491	1081	991
TcCLB.508479.270	1817	2552	1881	1877
TcCLB.508479.260	973	1113	861	783
TcCLB.508479.250	1579	1948	1155	1078
TcCLB.508479.240	1331	1813	1332	1162
TcCLB.508479.230	1789	2347	1818	1713
TcCLB.508479.224	639	862	814	715
TcCLB.508479.220	372	448	372	322
TcCLB.508479.216	1151	1412	1031	1030
TcCLB.508479.213	383	490	389	335
TcCLB.508479.210	723	899	660	595
TcCLB.508479.200	1304	1751	1627	1564
TcCLB.508479.190	1083	1428	1066	977
TcCLB.508479.180	2156	2757	2176	1988
TcCLB.508479.174	850	1146	820	808
TcCLB.508479.170	1519	1875	1445	1381
TcCLB.508479.160	1631	2078	1477	1366
TcCLB.508479.150	1226	1614	1201	1243
TcCLB.508479.140	589	776	580	633
TcCLB.508479.120	2715	3930	2659	2666
TcCLB.508479.110	1417	2080	1549	1321
TcCLB.508479.90	2	2	1	3
TcCLB.508479.86	0	0	1	0
TcCLB.508479.83	0	0	0	0
TcCLB.508479.80	22	43	25	21
TcCLB.508479.50	68	93	76	91
TcCLB.508479.20	3	1	3	4
TcCLB.508479.10	0	1	1	0
TcCLB.508479.5	0	1	1	0
TcCLB.445777.10	59	84	42	36
TcCLB.403985.10	19	21	18	13
TcCLB.450019.9	2	6	2	8
TcCLB.508527.20	18	25	14	20
TcCLB.508527.30	1	2	5	1
TcCLB.508527.39	61	87	47	47
TcCLB.508529.10	41	45	41	47
TcCLB.508529.30	26	21	17	18
TcCLB.508529.40	2	7	6	2
TcCLB.505207.10	2	4	4	3
TcCLB.505207.20	1	2	1	0
TcCLB.505207.30	1	5	1	6
TcCLB.505207.40	0	0	0	1
TcCLB.415789.9	0	0	1	0
TcCLB.506981.10	0	0	0	0
TcCLB.509019.10	10	20	32	31
TcCLB.509019.21	3	4	4	3
TcCLB.509019.30	5	14	12	13
TcCLB.509021.9	0	0	0	0
TcCLB.511475.24	1	3	1	0
TcCLB.511475.34	0	0	0	0
TcCLB.511475.50	0	1	1	1
TcCLB.511477.10	0	0	1	0
TcCLB.511477.25	0	5	0	2
TcCLB.511477.40	3	4	1	3
TcCLB.511479.10	0	0	0	0
TcCLB.511479.20	1670	2187	1413	1391
TcCLB.511479.30	1197	1515	1013	1088
TcCLB.511479.39	24000	31661	17060	17009
TcCLB.511479.48	418	498	403	361
TcCLB.511481.10	1224	1460	1158	1152
TcCLB.511481.20	857	1028	813	707
TcCLB.511481.30	1076	1328	956	886
TcCLB.511481.40	945	1085	791	718
TcCLB.511481.50	852	1083	745	726
TcCLB.511481.55	1444	1999	1159	1279
TcCLB.511481.60	2624	3273	2364	2082
TcCLB.511481.70	68	100	150	149
TcCLB.509023.10	3235	4604	3336	3291
TcCLB.509023.20	894	1067	823	831
TcCLB.509023.30	599	709	523	482
TcCLB.509023.40	2147	2978	2212	2048
TcCLB.509023.50	3231	4679	3322	3441
TcCLB.509023.60	1011	1296	981	998
TcCLB.509023.70	655	787	450	467
TcCLB.509023.80	5570	7436	4583	4199
TcCLB.509023.90	1381	1937	1574	1459
TcCLB.509023.100	2667	3738	2597	2470
TcCLB.509023.110	2855	3761	2585	2558
TcCLB.509023.120	2426	3392	2569	2545
TcCLB.509023.130	1431	1903	1470	1369
TcCLB.509023.140	1073	1498	1137	1122
TcCLB.509023.150	468	690	694	579
TcCLB.509023.160	2976	4460	3906	4016
TcCLB.509023.170	1375	1937	1351	1339
TcCLB.509023.180	2506	3293	2151	1986
TcCLB.509023.190	258	365	257	247
TcCLB.509023.200	2196	2951	2040	1998
TcCLB.509023.209	532	860	851	827
TcCLB.509025.10	378	496	472	479
TcCLB.509025.20	940	1444	955	1002
TcCLB.509025.29	1029	1493	1049	1033
TcCLB.509027.10	1410	1973	1391	1288
TcCLB.509027.20	775	1006	627	556
TcCLB.509027.24	1581	2240	1974	1796
TcCLB.509027.30	1568	2142	1754	1644
TcCLB.509027.40	3100	4397	3165	3064
TcCLB.509027.50	270	365	344	349
TcCLB.509027.60	116	136	109	120
TcCLB.509027.70	174	244	201	221
TcCLB.503657.70	4213	6286	4005	4072
TcCLB.503657.50	1081	1622	1128	1190
TcCLB.503657.20	1364	1916	1542	1359
TcCLB.503657.9	1389	2110	1305	1237
TcCLB.503931.46	381	460	341	304
TcCLB.503931.30	712	981	605	574
TcCLB.503931.14	671	818	600	551
TcCLB.509029.10	1156	1655	1002	987
TcCLB.509029.20	1948	2703	1721	1729
TcCLB.509029.30	714	1010	827	750
TcCLB.509029.40	4274	6057	4594	4639
TcCLB.509029.50	690	990	912	868
TcCLB.509029.60	2852	4432	2907	2966
TcCLB.509029.70	2223	3170	2408	2403
TcCLB.509029.80	2247	3021	2069	2243
TcCLB.509029.90	756	1067	698	611
TcCLB.509029.100	1481	2085	1330	1332
TcCLB.509029.110	1619	2322	1643	1772
TcCLB.509029.120	3455	4897	3554	3394
TcCLB.509029.130	1221	1694	1217	1134
TcCLB.509029.140	2350	3364	1965	1861
TcCLB.509029.150	895	1164	770	728
TcCLB.509029.160	2247	3281	1949	2030
TcCLB.509029.170	1625	2123	1418	1359
TcCLB.511483.10	2493	3595	2391	2340
TcCLB.511483.20	2037	2900	1750	1714
TcCLB.511483.30	1006	1405	843	879
TcCLB.511483.40	1250	1709	1237	1312
TcCLB.511483.50	530	757	469	459
TcCLB.511483.60	191	273	216	215
TcCLB.511483.70	1	1	2	3
TcCLB.511485.11	109	123	90	83
TcCLB.511485.20	8	23	8	11
TcCLB.511485.30	2	4	2	3
TcCLB.511487.19	2	2	1	2
TcCLB.511487.30	1	2	4	2
TcCLB.511487.51	0	0	0	0
TcCLB.511487.71	0	0	0	0
TcCLB.511487.90	121	203	135	151
TcCLB.511487.100	0	1	1	0
TcCLB.511487.130	0	1	0	1
TcCLB.511487.150	0	0	1	0
TcCLB.511487.170	17	13	10	13
TcCLB.509031.3	1	0	2	0
TcCLB.509031.4	0	0	0	0
TcCLB.509031.6	0	0	0	0
TcCLB.509031.10	225	279	207	176
TcCLB.509031.20	0	0	1	1
TcCLB.507687.10	3	1	1	0
TcCLB.507687.20	2	7	5	1
TcCLB.507687.30	7	8	4	3
TcCLB.507687.60	0	0	0	0
TcCLB.507687.70	7	4	2	3
TcCLB.510217.10	3	7	5	1
TcCLB.510217.70	0	0	0	0
TcCLB.510219.5	1	8	1	0
TcCLB.510219.10	1283	1859	1158	1258
TcCLB.510219.20	1624	2245	1798	1745
TcCLB.510219.30	1107	1557	1115	1099
TcCLB.510219.40	811	1132	792	839
TcCLB.506621.14	2650	3723	2298	2241
TcCLB.506621.30	3735	4842	4249	4537
TcCLB.506621.60	2141	3094	1727	1730
TcCLB.506621.70	4196	6147	3587	3515
TcCLB.503691.9	648	932	547	580
TcCLB.503995.50	2847	4071	2419	2444
TcCLB.503995.40	1248	1671	1098	1114
TcCLB.503995.30	721	964	577	537
TcCLB.503995.20	809	1109	858	812
TcCLB.503995.10	251	342	385	357
TcCLB.505171.109	106	160	168	166
TcCLB.505171.100	417	615	501	421
TcCLB.505171.90	992	1380	764	746
TcCLB.505171.80	1522	2059	1272	1165
TcCLB.505171.70	1877	2648	1771	1704
TcCLB.505171.60	2043	2634	2190	2115
TcCLB.505171.50	668	934	653	613
TcCLB.505171.44	612	783	603	598
TcCLB.505171.40	1509	1989	1229	1223
TcCLB.505171.30	2861	4039	3355	3375
TcCLB.505171.20	55	73	61	63
TcCLB.505171.10	2278	3191	2148	2041
TcCLB.505169.21	233	365	212	215
TcCLB.505169.10	1712	2349	1738	1582
TcCLB.506391.50	1267	1791	1107	1054
TcCLB.506391.30	1650	2251	1439	1399
TcCLB.506391.20	4	8	7	4
TcCLB.506391.10	0	0	2	0
TcCLB.506389.79	0	0	0	0
TcCLB.506389.70	1953	2861	2044	2057
TcCLB.506389.60	768	1188	809	776
TcCLB.506389.50	634	821	580	533
TcCLB.506389.39	2	1	1	1
TcCLB.506389.20	0	1	0	1
TcCLB.506389.10	0	1	0	1
TcCLB.506459.299	1	2	2	3
TcCLB.506459.290	3025	3890	2656	2398
TcCLB.506459.280	1819	2399	1742	1549
TcCLB.506459.270	2081	3179	2415	2494
TcCLB.506459.260	3117	3893	2864	2527
TcCLB.506459.250	595	737	485	446
TcCLB.506459.249	1	0	1	0
TcCLB.506459.246	0	1	0	0
TcCLB.506459.243	0	1	0	0
TcCLB.506459.240	0	1	0	0
TcCLB.506459.235	0	0	0	0
TcCLB.506459.230	0	1	1	0
TcCLB.506459.219	4	20	11	6
TcCLB.506459.215	0	0	0	0
TcCLB.506459.210	8	7	6	6
TcCLB.506459.200	0	0	0	0
TcCLB.506459.195	0	0	0	0
TcCLB.506459.190	1	0	0	0
TcCLB.506459.180	0	0	0	0
TcCLB.506459.160	2	3	0	1
TcCLB.506459.149	97	125	105	137
TcCLB.506459.140	0	0	0	0
TcCLB.506459.130	15	31	21	16
TcCLB.506459.120	23	31	23	27
TcCLB.506459.100	0	0	0	0
TcCLB.506459.60	5	12	7	7
TcCLB.506459.40	0	1	0	0
TcCLB.506459.30	567	755	881	1056
TcCLB.506459.10	12	16	8	13
TcCLB.507937.60	0	0	0	0
TcCLB.507937.50	14	20	15	10
TcCLB.507937.40	0	0	0	0
TcCLB.507937.20	2	4	4	2
TcCLB.507937.14	0	1	0	0
TcCLB.507937.10	2	0	0	2
TcCLB.507937.6	0	0	0	0
TcCLB.507937.3	0	0	1	0
TcCLB.509971.90	3	3	1	3
TcCLB.509971.80	0	0	0	0
TcCLB.509971.70	0	0	0	0
TcCLB.509971.60	0	0	1	0
TcCLB.509971.44	0	0	0	0
TcCLB.509971.27	0	0	0	0
TcCLB.509971.10	0	0	1	1
TcCLB.507935.20	0	0	0	0
TcCLB.507935.10	0	0	0	0
TcCLB.509969.31	0	1	0	0
TcCLB.509969.20	2	0	0	0
TcCLB.508869.10	0	1	1	0
TcCLB.508869.20	0	2	1	2
TcCLB.508869.50	1	0	0	0
TcCLB.508869.59	0	0	0	0
TcCLB.508869.75	1	0	0	2
TcCLB.508871.10	1	0	1	0
TcCLB.508871.20	1	2	1	0
TcCLB.508871.30	0	0	0	0
TcCLB.508871.40	9	11	11	17
TcCLB.508871.51	0	2	1	1
TcCLB.508871.60	1	4	1	5
TcCLB.508871.100	0	0	1	0
TcCLB.508871.105	0	0	0	0
TcCLB.508871.110	3	1	5	1
TcCLB.508871.140	23	28	26	18
TcCLB.508871.150	178	232	151	154
TcCLB.508871.160	0	0	0	1
TcCLB.508871.170	47	53	37	48
TcCLB.508871.180	22	32	12	12
TcCLB.503973.10	25	41	19	23
TcCLB.503973.20	3	1	4	1
TcCLB.503973.31	0	0	0	0
TcCLB.503973.40	0	3	0	0
TcCLB.503973.50	0	0	0	0
TcCLB.503973.57	16	29	21	20
TcCLB.503973.64	0	0	0	0
TcCLB.503973.70	2	0	1	1
TcCLB.503973.80	12	24	15	14
TcCLB.503973.110	0	0	0	0
TcCLB.503973.120	23	34	25	29
TcCLB.503973.140	0	1	0	1
TcCLB.503973.150	20	26	21	16
TcCLB.503973.170	1	2	1	0
TcCLB.503973.181	0	0	0	0
TcCLB.503973.190	4	2	0	1
TcCLB.503973.240	0	1	3	0
TcCLB.503973.250	98	121	59	65
TcCLB.503973.255	1	0	0	0
TcCLB.503973.260	2	5	2	0
TcCLB.503973.271	1	3	0	2
TcCLB.503973.280	4	3	0	1
TcCLB.503973.290	0	2	0	0
TcCLB.503973.300	0	0	0	0
TcCLB.503973.320	1	0	1	0
TcCLB.503973.340	1	2	0	3
TcCLB.503973.345	0	0	0	0
TcCLB.503973.350	0	0	0	0
TcCLB.508873.10	118	128	88	86
TcCLB.508873.20	0	0	0	0
TcCLB.508873.25	0	0	0	1
TcCLB.508873.30	27	41	24	18
TcCLB.508873.40	28	37	24	21
TcCLB.508873.50	0	0	0	0
TcCLB.508873.60	2	4	4	6
TcCLB.508873.70	46	78	39	35
TcCLB.508873.90	2	7	3	1
TcCLB.508873.103	4	10	9	3
TcCLB.508873.116	2	13	12	3
TcCLB.508873.130	0	0	0	0
TcCLB.508873.150	12	30	18	21
TcCLB.508873.160	0	0	0	1
TcCLB.508873.170	1	0	0	0
TcCLB.508873.210	0	0	0	0
TcCLB.508873.224	0	0	0	0
TcCLB.508873.240	61	34	28	26
TcCLB.508873.250	2	5	0	2
TcCLB.508873.260	1	2	3	1
TcCLB.508873.280	27	35	25	27
TcCLB.508873.289	3	4	1	3
TcCLB.508873.300	0	0	0	0
TcCLB.508873.330	5	5	3	3
TcCLB.508873.344	0	0	0	0
TcCLB.508873.360	0	0	0	0
TcCLB.508873.370	1	0	0	0
TcCLB.508873.390	5	2	2	4
TcCLB.508873.395	0	0	0	0
TcCLB.508873.399	0	0	0	0
TcCLB.508873.402	0	0	0	0
TcCLB.508873.405	0	0	2	1
TcCLB.508873.408	2	3	3	3
TcCLB.508873.410	541	644	540	485
TcCLB.508873.420	2429	3376	2149	2240
TcCLB.508873.425	0	0	0	0
TcCLB.508873.430	0	5	1	1
TcCLB.508873.439	1	1	1	0
TcCLB.508873.450	4	11	15	17
TcCLB.508873.454	0	1	1	0
TcCLB.508873.460	89	131	96	84
TcCLB.508873.470	0	0	0	0
TcCLB.508873.510	3	1	0	2
TcCLB.508873.514	0	0	0	0
TcCLB.508873.520	34	62	41	46
TcCLB.508873.530	0	0	0	0
TcCLB.508873.580	0	1	0	1
TcCLB.508873.590	0	1	0	0
TcCLB.508875.10	0	0	0	0
TcCLB.508875.20	0	0	0	0
TcCLB.508877.10	4	5	5	2
TcCLB.508877.30	3	2	3	0
TcCLB.508877.50	0	0	0	0
TcCLB.511255.10	18	16	16	10
TcCLB.511255.20	0	1	0	0
TcCLB.511255.30	19	16	14	22
TcCLB.511255.50	2	0	0	1
TcCLB.511255.65	0	0	0	0
TcCLB.511255.80	7	6	6	4
TcCLB.511255.90	0	0	0	0
TcCLB.511255.110	0	1	0	2
TcCLB.511255.130	4	4	3	2
TcCLB.511255.145	0	0	0	1
TcCLB.511255.160	1	0	0	0
TcCLB.511255.169	112	158	87	106
TcCLB.511255.180	2	3	2	1
TcCLB.511255.190	7	9	3	5
TcCLB.511255.200	0	0	0	0
TcCLB.511255.210	19	21	8	10
TcCLB.511255.230	4	2	6	4
TcCLB.511255.270	4	5	5	4
TcCLB.511255.280	0	0	0	1
TcCLB.511255.299	53	68	31	47
TcCLB.511255.306	1	1	1	1
TcCLB.511255.313	1	0	0	0
TcCLB.511255.320	0	0	0	0
TcCLB.511255.330	20	20	15	12
TcCLB.511255.341	0	1	0	0
TcCLB.511255.350	0	5	2	2
TcCLB.511255.360	61	100	49	64
TcCLB.511255.370	9	10	4	3
TcCLB.511255.410	3	4	2	3
TcCLB.511255.420	25	45	28	36
TcCLB.511255.430	0	2	0	0
TcCLB.511255.470	1	1	1	0
TcCLB.511255.490	3	3	3	1
TcCLB.511255.503	0	0	0	0
TcCLB.511255.516	1	2	0	0
TcCLB.511255.529	0	0	0	0
TcCLB.511255.540	0	2	0	0
TcCLB.511255.550	0	0	0	0
TcCLB.511255.580	0	0	0	0
TcCLB.511255.604	13	25	6	11
TcCLB.511255.611	0	0	0	0
TcCLB.511255.618	0	1	1	1
TcCLB.511255.625	0	0	0	0
TcCLB.511255.630	23	31	12	16
TcCLB.511255.640	25	29	21	27
TcCLB.511255.650	0	0	0	0
TcCLB.511255.655	0	0	0	0
TcCLB.511255.660	30	33	25	18
TcCLB.511255.670	0	0	1	0
TcCLB.511255.681	0	0	1	0
TcCLB.511255.690	42	66	39	45
TcCLB.511255.700	2	6	4	0
TcCLB.506987.10	0	0	0	0
TcCLB.506987.21	0	0	0	0
TcCLB.508223.30	0	0	0	0
TcCLB.508223.10	0	0	0	0
TcCLB.510363.320	0	2	1	0
TcCLB.510363.310	1	0	2	0
TcCLB.510363.290	0	0	0	0
TcCLB.510363.280	2	2	6	3
TcCLB.510363.270	1	3	0	1
TcCLB.510363.260	0	1	1	0
TcCLB.510363.250	4	4	1	2
TcCLB.510363.220	1	0	0	0
TcCLB.510363.209	0	0	0	0
TcCLB.510363.196	0	1	0	1
TcCLB.510363.183	0	0	0	0
TcCLB.510363.170	5	20	8	14
TcCLB.510363.160	58	106	68	72
TcCLB.510363.130	0	0	0	0
TcCLB.510363.90	0	0	0	0
TcCLB.510363.80	0	0	0	0
TcCLB.510363.70	69	89	41	54
TcCLB.510363.60	0	2	0	1
TcCLB.510363.30	0	1	1	0
TcCLB.510363.19	4	4	0	2
TcCLB.504081.540	7	8	6	2
TcCLB.504081.530	95	144	71	85
TcCLB.504081.520	8	13	5	8
TcCLB.504081.510	6	7	5	2
TcCLB.504081.500	0	2	1	1
TcCLB.504081.490	29	25	18	17
TcCLB.504081.470	16	17	19	23
TcCLB.504081.460	9	3	4	8
TcCLB.504081.450	1	0	0	1
TcCLB.504081.440	1	2	2	0
TcCLB.504081.420	14	14	9	16
TcCLB.504081.409	1	0	0	0
TcCLB.504081.400	2	1	0	0
TcCLB.504081.390	8	5	5	9
TcCLB.504081.370	0	0	0	0
TcCLB.504081.365	0	0	0	0
TcCLB.504081.360	0	0	0	0
TcCLB.504081.350	17	15	10	12
TcCLB.504081.344	0	1	0	0
TcCLB.504081.342	0	0	1	0
TcCLB.504081.340	0	0	0	0
TcCLB.504081.330	19	20	9	10
TcCLB.504081.321	4	8	2	2
TcCLB.504081.310	1	0	0	0
TcCLB.504081.295	2	5	2	2
TcCLB.504081.280	1	0	0	2
TcCLB.504081.270	4	4	2	3
TcCLB.504081.260	1	0	0	0
TcCLB.504081.250	2	1	0	0
TcCLB.504081.220	18	19	17	8
TcCLB.504081.195	0	0	0	0
TcCLB.504081.170	8	18	10	9
TcCLB.504081.156	0	1	0	0
TcCLB.504081.141	11	4	3	3
TcCLB.504081.125	0	1	1	0
TcCLB.504081.110	22	19	23	9
TcCLB.504081.90	5	9	7	5
TcCLB.504081.80	1	3	4	2
TcCLB.504081.70	0	0	0	0
TcCLB.504081.50	8	16	4	3
TcCLB.504081.45	0	0	1	0
TcCLB.504081.40	36	54	28	29
TcCLB.504081.30	10	10	3	3
TcCLB.504081.26	1	1	0	1
TcCLB.504081.23	1	0	0	0
TcCLB.504081.20	0	0	0	0
TcCLB.504081.9	0	0	1	1
TcCLB.508221.1050	0	2	2	2
TcCLB.508221.1020	0	0	0	0
TcCLB.508221.1010	4	6	2	1
TcCLB.508221.990	0	0	0	0
TcCLB.508221.970	0	1	0	0
TcCLB.508221.960	107	139	70	63
TcCLB.508221.941	0	0	0	0
TcCLB.508221.920	10	10	9	9
TcCLB.508221.910	7	9	5	2
TcCLB.508221.894	16	20	22	19
TcCLB.508221.880	0	0	0	0
TcCLB.508221.870	1	1	0	1
TcCLB.508221.860	17	21	15	16
TcCLB.508221.850	1	0	2	0
TcCLB.508221.840	0	0	0	0
TcCLB.508221.830	0	0	0	0
TcCLB.508221.820	5	1	3	1
TcCLB.508221.810	1	7	9	9
TcCLB.508221.790	3	6	3	2
TcCLB.508221.780	0	0	0	0
TcCLB.508221.769	0	0	0	0
TcCLB.508221.750	3	8	3	0
TcCLB.508221.730	0	2	0	0
TcCLB.508221.714	0	1	0	0
TcCLB.508221.697	1	1	0	3
TcCLB.508221.680	23	26	30	13
TcCLB.508221.670	1	2	1	0
TcCLB.508221.660	108	134	88	89
TcCLB.508221.650	3	5	1	5
TcCLB.508221.610	0	0	0	0
TcCLB.508221.600	0	0	0	0
TcCLB.508221.590	5	5	4	0
TcCLB.508221.585	2	3	0	2
TcCLB.508221.580	13	15	15	15
TcCLB.508221.570	0	0	0	0
TcCLB.508221.560	0	0	0	1
TcCLB.508221.550	1	0	2	0
TcCLB.508221.539	15	10	10	10
TcCLB.508221.530	3	5	5	3
TcCLB.508221.518	10	22	17	14
TcCLB.508221.509	0	0	0	0
TcCLB.508221.502	0	0	0	0
TcCLB.508221.496	0	0	0	0
TcCLB.508221.490	5	14	3	11
TcCLB.508221.480	0	0	0	1
TcCLB.508221.460	108	120	67	58
TcCLB.508221.451	0	0	0	0
TcCLB.508221.440	2	1	2	0
TcCLB.508221.420	1	2	2	3
TcCLB.508221.414	0	0	0	1
TcCLB.508221.410	0	0	0	0
TcCLB.508221.400	2	0	0	0
TcCLB.508221.381	0	0	0	0
