gene_id	C1	C2	H1	H2
TcCLB.510965.10	860	1119	742	730
TcCLB.510965.20	527	775	534	492
TcCLB.510965.29	1105	1653	993	1016
TcCLB.506581.4	267	403	296	212
TcCLB.506581.10	993	1390	1144	1152
TcCLB.506581.14	1212	1621	1275	1311
TcCLB.506581.20	1427	1930	1348	1358
TcCLB.506581.30	3700	5001	3633	3485
TcCLB.506581.40	1436	1917	1572	1396
TcCLB.506581.50	871	1084	738	647
TcCLB.506581.60	610	821	616	626
TcCLB.506581.69	926	1269	838	819
TcCLB.503891.120	916	1121	729	692
TcCLB.503891.110	1077	1446	1073	906
TcCLB.503891.100	2386	3131	2251	2239
TcCLB.503891.90	775	1049	900	817
TcCLB.503891.80	1517	2129	1213	1167
TcCLB.503891.70	1589	2094	1610	1579
TcCLB.503891.60	603	826	708	660
TcCLB.503891.54	2194	2759	2237	2257
TcCLB.503891.50	780	1110	779	722
TcCLB.503891.40	1328	1861	1292	1308
TcCLB.503891.30	1364	1812	1209	1177
TcCLB.510967.10	383	592	526	503
TcCLB.510967.13	841	1062	866	781
TcCLB.510967.16	1015	1310	1138	1013
TcCLB.510967.20	435	535	388	410
TcCLB.510967.30	465	530	441	398
TcCLB.510969.4	217	244	198	171
TcCLB.510969.10	842	1112	892	903
TcCLB.510969.20	1147	1437	991	872
TcCLB.510969.30	542	733	551	498
TcCLB.510969.40	758	893	636	589
TcCLB.508657.10	1507	2141	1450	1349
TcCLB.508657.20	2045	2472	1682	1459
TcCLB.503791.49	1017	1256	733	692
TcCLB.503791.40	423	439	297	347
TcCLB.503791.30	14885	20302	13870	13382
TcCLB.503791.20	389	554	480	491
TcCLB.503791.10	895	1184	874	865
TcCLB.508659.9	886	1260	907	866
TcCLB.508659.18	494	646	689	675
TcCLB.508659.30	2896	3603	3138	2887
TcCLB.508659.40	1445	1747	1245	1251
TcCLB.508659.50	649	858	640	583
TcCLB.506583.4	628	742	485	505
TcCLB.506583.10	556	627	512	456
TcCLB.506583.20	285	339	221	265
TcCLB.506583.30	3718	4918	3010	2888
TcCLB.506583.40	1785	2272	1748	1696
TcCLB.506583.50	2345	2932	2402	2433
TcCLB.506583.60	2292	2821	2750	2836
TcCLB.506583.70	1288	1570	1021	1003
TcCLB.508661.10	2344	3181	2159	2093
TcCLB.508661.20	508	696	627	643
TcCLB.508661.30	3125	4176	3249	3223
TcCLB.508661.34	1870	2472	2185	2163
TcCLB.508661.40	894	1131	834	729
TcCLB.508661.50	1056	1430	933	904
TcCLB.508661.60	1378	1740	1203	1203
TcCLB.508661.70	2105	2968	3580	3814
TcCLB.506007.10	579	686	596	566
TcCLB.506007.20	1557	2221	1748	1678
TcCLB.506007.30	1806	2498	1796	1803
TcCLB.506007.40	1366	1992	1378	1446
TcCLB.506009.10	147	171	185	160
TcCLB.506009.20	4320	6288	4309	4124
TcCLB.506009.30	2764	3745	2835	2857
TcCLB.506009.40	160	237	225	238
TcCLB.506009.50	2708	3718	2580	2491
TcCLB.506009.60	765	924	806	769
TcCLB.506009.70	821	1264	946	930
TcCLB.506009.80	1065	1502	1252	1207
TcCLB.506009.90	2361	2936	2124	1967
TcCLB.506009.100	1462	2009	1285	1266
TcCLB.506009.109	581	762	516	547
TcCLB.506679.10	221	277	325	300
TcCLB.506679.20	0	2	0	0
TcCLB.506679.30	1734	2459	1815	1647
TcCLB.506679.40	2020	2902	2044	2012
TcCLB.506679.50	2361	3134	2283	2164
TcCLB.506679.60	715	949	772	739
TcCLB.506679.70	2018	2961	2421	2431
TcCLB.506679.80	1498	2192	1923	1901
TcCLB.506679.90	1328	1797	1308	1223
TcCLB.506679.94	83	119	108	112
TcCLB.506679.100	127	165	149	163
TcCLB.506679.110	8352	12515	8625	8139
TcCLB.506679.120	627	954	1111	1106
TcCLB.506679.130	1462	2067	1475	1504
TcCLB.506679.140	347	435	403	365
TcCLB.506679.150	134	152	163	129
TcCLB.506679.160	2813	3798	2450	2253
TcCLB.506679.170	1799	2436	1759	1647
TcCLB.506679.180	2999	4341	3057	2814
TcCLB.506679.190	2623	3426	2305	2194
TcCLB.506679.200	1615	2193	1493	1352
TcCLB.506679.210	1775	2330	1800	1572
TcCLB.506679.220	3511	5030	3259	3361
TcCLB.506679.230	18	19	20	24
TcCLB.506679.240	717	1037	797	743
TcCLB.506679.250	56	79	82	87
TcCLB.506679.260	892	1270	961	991
TcCLB.506679.270	3120	4002	2587	2484
TcCLB.506679.280	745	998	868	806
TcCLB.510299.10	1326	1850	1437	1274
TcCLB.510299.20	5080	7378	6160	6427
TcCLB.510299.30	1045	1510	1095	1066
TcCLB.510299.40	1612	2268	1634	1626
TcCLB.510299.50	1689	2294	1463	1377
TcCLB.510299.60	531	680	517	511
TcCLB.510299.70	652	936	982	989
TcCLB.510299.79	1726	2348	1641	1553
TcCLB.510301.10	252	346	405	402
TcCLB.510301.20	3270	4252	4458	4274
TcCLB.510301.30	1531	1988	1138	1142
TcCLB.510301.40	1935	2593	1854	1818
TcCLB.510301.50	1960	2492	1706	1719
TcCLB.510301.60	1517	2179	1349	1417
TcCLB.510301.70	1775	2506	1412	1561
TcCLB.510301.80	4440	6511	4810	4840
TcCLB.510301.90	50	65	68	74
TcCLB.508171.10	1	4	2	5
TcCLB.507051.20	0	0	0	0
TcCLB.507051.11	0	0	0	0
TcCLB.511831.10	0	0	1	1
TcCLB.511833.10	3	1	1	4
TcCLB.511835.10	9	7	5	5
TcCLB.507049.199	122	177	146	131
TcCLB.507049.190	2490	3275	2181	2193
TcCLB.507049.179	3753	5506	3264	3369
TcCLB.507049.170	1938	2727	1777	1663
TcCLB.507049.160	1296	1739	1189	1118
TcCLB.507049.150	847	1224	677	640
TcCLB.507049.140	2988	3989	2890	2688
TcCLB.507049.130	44	60	41	50
TcCLB.507049.119	697	1056	726	729
TcCLB.507049.110	1175	1535	1061	998
TcCLB.507049.100	1596	2141	1475	1460
TcCLB.507049.90	1462	1823	1258	1180
TcCLB.507049.80	1171	1669	1088	1085
TcCLB.507049.70	1338	1756	1302	1137
TcCLB.507049.66	976	1246	1140	1163
TcCLB.507049.65	259	330	239	211
TcCLB.507049.63	867	1074	767	784
TcCLB.507049.60	4181	5655	3089	3044
TcCLB.507049.50	2394	3307	2099	2122
TcCLB.507049.41	1088	1535	1054	1107
TcCLB.507049.30	1101	1477	945	938
TcCLB.507049.20	1347	1876	1183	1075
TcCLB.507049.10	857	1295	834	764
TcCLB.507049.5	1177	1539	1061	1070
TcCLB.511837.10	1649	2338	1695	1799
TcCLB.511837.20	1320	1810	1211	1121
TcCLB.511837.29	1417	1952	1241	1154
TcCLB.511837.40	890	1255	810	769
TcCLB.511837.50	1210	1638	1153	1092
TcCLB.511837.60	1478	2025	1307	1487
TcCLB.511837.70	2627	3941	2649	2668
TcCLB.511837.80	1225	1608	1102	1134
TcCLB.511837.90	2470	3553	2062	2017
TcCLB.511837.100	889	1238	960	885
TcCLB.511837.110	1043	1505	1384	1374
TcCLB.511837.120	500	677	442	409
TcCLB.511837.129	1221	1701	1081	1146
TcCLB.511837.138	1	6	3	2
TcCLB.504243.10	3	6	4	2
TcCLB.504243.20	1058	1402	1015	1042
TcCLB.504243.30	4758	6773	4034	4042
TcCLB.504243.40	2672	3605	2341	2170
TcCLB.504243.49	1334	1782	934	949
TcCLB.509213.10	597	784	524	528
TcCLB.509213.20	980	1344	866	859
TcCLB.509213.30	895	1185	893	814
TcCLB.509213.40	3940	6076	3985	4069
TcCLB.509213.50	1251	1830	1153	1223
TcCLB.509213.60	694	977	702	678
TcCLB.509213.70	901	1292	993	936
TcCLB.509213.80	1119	1564	1239	1190
TcCLB.509213.90	747	1082	765	749
TcCLB.509213.100	3179	4321	2975	2874
TcCLB.509213.110	3116	4224	2442	2381
TcCLB.509213.120	22452	30772	13668	12458
TcCLB.509213.130	838	1118	709	663
TcCLB.509213.140	2556	3362	2277	2222
TcCLB.509213.150	1141	1492	947	878
TcCLB.509213.160	3504	4477	3094	2796
TcCLB.509213.170	6240	8233	5278	4938
TcCLB.509215.10	4959	6240	4117	3848
TcCLB.509215.13	343	427	267	234
TcCLB.509215.16	757	982	761	717
TcCLB.509215.19	748	1095	725	714
TcCLB.509215.20	643	836	557	616
TcCLB.509215.30	394	532	517	523
TcCLB.509215.40	1846	2167	1709	1708
TcCLB.509215.45	0	0	0	0
TcCLB.509217.30	45	58	40	33
TcCLB.509217.40	11	12	21	12
TcCLB.509217.60	0	2	1	0
TcCLB.509217.70	2	0	0	0
TcCLB.509217.90	17	16	9	14
TcCLB.509217.140	0	0	0	0
TcCLB.509217.143	0	2	1	0
TcCLB.509217.146	0	0	0	0
TcCLB.509217.150	16	30	17	14
TcCLB.509217.160	1	3	1	2
TcCLB.509217.170	0	0	0	0
TcCLB.509217.180	0	0	0	0
TcCLB.511839.10	25	51	28	22
TcCLB.511839.20	204	312	208	189
TcCLB.511839.25	0	0	0	0
TcCLB.511839.30	40	50	36	31
TcCLB.511839.40	1	2	4	1
TcCLB.511841.10	1	1	0	1
TcCLB.511843.5	0	0	0	0
TcCLB.511843.10	52	90	65	62
TcCLB.511843.30	0	2	3	0
TcCLB.511843.35	1	0	0	0
TcCLB.511843.40	1	0	2	1
TcCLB.511843.60	1	4	0	2
TcCLB.511843.70	4	4	2	2
TcCLB.511843.80	4	2	1	1
TcCLB.511843.90	0	0	0	0
TcCLB.509219.10	0	0	0	0
TcCLB.509219.20	66	76	45	54
TcCLB.509219.50	0	1	1	0
TcCLB.511845.10	0	0	0	0
TcCLB.485335.10	0	1	0	0
TcCLB.506271.10	1	0	0	0
TcCLB.506271.20	0	0	0	0
TcCLB.506271.30	0	0	0	0
TcCLB.506273.10	0	0	0	0
TcCLB.398477.10	15	19	16	23
TcCLB.477471.10	21	23	25	12
TcCLB.505101.50	0	0	1	3
TcCLB.505101.30	2	2	0	2
TcCLB.416041.14	10	8	7	10
TcCLB.416041.24	35	50	41	36
TcCLB.507057.4	418	611	399	404
TcCLB.507057.10	1968	2794	2183	2151
TcCLB.507057.20	1106	1441	950	933
TcCLB.507057.30	366	542	382	377
TcCLB.507057.40	326	416	302	271
TcCLB.507057.50	983	1308	959	937
TcCLB.507057.60	759	1095	823	905
TcCLB.504251.9	963	1285	759	772
TcCLB.504251.20	451	683	446	445
TcCLB.504251.30	1646	2368	1692	1704
TcCLB.509107.9	0	0	0	0
TcCLB.511639.9	243	383	198	180
TcCLB.511639.20	177	222	154	135
TcCLB.509109.14	32	37	26	13
TcCLB.509109.30	2377	3337	2165	2072
TcCLB.509109.40	796	1168	819	778
TcCLB.509109.50	1939	2914	1930	2003
TcCLB.509109.80	997	1451	922	869
TcCLB.509109.90	1075	1541	951	993
TcCLB.509109.100	9	13	8	6
TcCLB.509109.110	0	0	0	0
TcCLB.509109.114	786	1066	716	645
TcCLB.509109.120	28	33	22	29
TcCLB.509109.130	78	104	66	113
TcCLB.509109.140	2215	3336	2396	2655
TcCLB.509109.145	108	177	124	117
TcCLB.509109.150	419	554	364	351
TcCLB.509109.160	366	515	455	454
TcCLB.509109.170	21	40	29	34
TcCLB.509109.180	217	292	209	183
TcCLB.509109.190	2	0	4	0
TcCLB.509111.10	0	0	0	0
TcCLB.509111.19	2	3	2	2
TcCLB.509111.28	0	0	0	0
TcCLB.511641.5	0	0	1	0
TcCLB.511641.10	0	0	0	0
TcCLB.511643.4	0	0	0	0
TcCLB.511643.10	0	2	2	0
TcCLB.511643.20	0	3	2	2
TcCLB.511643.30	10	16	10	9
TcCLB.511643.40	38	65	41	41
TcCLB.511643.50	0	1	2	0
TcCLB.511643.61	67	78	66	64
TcCLB.511643.70	1	10	2	2
TcCLB.511643.73	0	0	0	0
TcCLB.511643.80	18	24	19	15
TcCLB.511643.110	4	7	11	8
TcCLB.511643.130	0	1	0	1
TcCLB.511645.10	0	1	0	0
TcCLB.511645.21	15	20	9	9
TcCLB.511645.30	0	0	0	0
TcCLB.509113.10	0	0	0	0
TcCLB.509115.20	1	6	8	5
TcCLB.509115.30	65	100	78	105
TcCLB.509115.41	6	16	6	7
TcCLB.509115.50	0	0	0	1
TcCLB.509115.60	0	1	0	0
TcCLB.507059.10	0	0	0	0
TcCLB.507059.20	3	5	6	8
TcCLB.507059.30	2	2	0	0
TcCLB.507059.50	2	6	3	1
TcCLB.507059.60	380	539	350	310
TcCLB.507059.70	813	1067	696	597
TcCLB.507059.80	2212	3041	1876	1764
TcCLB.511647.4	2161	3003	1830	1632
TcCLB.511647.10	4269	6046	4405	4656
TcCLB.511647.20	982	1167	837	715
TcCLB.511647.30	431	490	379	321
TcCLB.511647.40	1179	1525	1075	1123
TcCLB.511647.42	763	987	815	760
TcCLB.511647.44	557	740	624	582
TcCLB.511647.50	1078	1247	1039	999
TcCLB.511647.60	2763	3771	2633	2404
TcCLB.511647.70	943	1305	944	939
TcCLB.511649.14	297	476	287	263
TcCLB.511649.30	1086	1281	835	803
TcCLB.511649.39	344	454	357	316
TcCLB.511649.50	849	1091	862	856
TcCLB.511649.60	84	105	77	72
TcCLB.511649.70	4811	6164	4436	4203
TcCLB.511649.80	1314	1628	1006	915
TcCLB.511649.90	1851	2213	1548	1348
TcCLB.511649.94	821	938	589	600
TcCLB.511649.100	731	871	918	920
TcCLB.511649.110	793	993	617	536
TcCLB.511649.120	525	673	471	427
TcCLB.511649.130	1838	2439	1946	2060
TcCLB.511649.140	1747	2422	1866	1782
TcCLB.511649.150	580	742	515	482
TcCLB.511649.160	4080	5405	3987	3878
TcCLB.511649.169	1547	2160	1468	1517
TcCLB.511651.10	1110	1380	999	1092
TcCLB.511651.19	328	430	334	267
TcCLB.511653.10	1857	2504	1802	1768
TcCLB.511653.20	136	176	291	277
TcCLB.511653.30	1538	2066	1535	1382
TcCLB.511653.40	805	1041	754	724
TcCLB.511653.50	1056	1486	933	941
TcCLB.511653.60	693	925	637	611
TcCLB.511653.69	2530	3346	1780	1599
TcCLB.511655.10	503	674	361	379
TcCLB.511655.20	609	735	494	429
TcCLB.511655.30	2039	2793	1540	1483
TcCLB.511655.40	1922	2620	1534	1528
TcCLB.511655.50	3127	4291	2832	2866
TcCLB.511655.60	373	542	382	342
TcCLB.511655.69	768	1081	693	656
TcCLB.504141.31	183	293	179	186
TcCLB.504141.20	2124	3103	2512	2522
TcCLB.504141.9	458	721	506	553
TcCLB.509117.10	722	991	639	596
TcCLB.509117.19	874	1255	786	788
TcCLB.503563.10	681	930	683	701
TcCLB.503563.14	1448	1942	1400	1467
TcCLB.503563.20	1977	2889	2120	2172
TcCLB.503563.29	129	150	107	140
TcCLB.507061.10	270	349	281	296
TcCLB.507061.20	2264	3228	2286	2176
TcCLB.507061.30	2329	3227	2495	2318
TcCLB.507061.34	798	1084	782	777
TcCLB.507061.40	4354	5908	4138	3561
TcCLB.507061.49	1282	1910	1569	1632
TcCLB.503825.10	602	895	897	889
TcCLB.503825.19	228	339	228	220
TcCLB.511657.10	67	78	59	67
TcCLB.511657.20	758	1177	937	827
TcCLB.511657.30	1680	2370	1365	1246
TcCLB.511657.40	1506	2361	1488	1490
TcCLB.511657.50	209	294	404	364
TcCLB.511657.60	2977	4543	3040	3023
TcCLB.511657.70	2316	3425	2330	2286
TcCLB.511657.79	201	272	187	198
TcCLB.511659.9	1196	1666	1072	1037
TcCLB.437349.10	556	892	538	543
TcCLB.511661.10	3550	5035	3390	3326
TcCLB.511661.20	1903	2871	1926	1980
TcCLB.511661.30	8169	11631	7445	6932
TcCLB.511661.40	809	1126	708	809
TcCLB.511661.50	1482	2056	1896	1920
TcCLB.511661.60	3228	4333	2967	2945
TcCLB.511661.70	1724	2477	2369	2358
TcCLB.511661.80	1133	1492	876	780
TcCLB.511661.90	4464	6227	3875	3936
TcCLB.511661.100	2460	3826	2041	2192
TcCLB.511661.120	1876	2698	2143	2091
TcCLB.507063.10	1117	1658	1161	1147
TcCLB.507063.20	3257	4354	3906	3996
TcCLB.507063.30	2067	2766	2325	2219
TcCLB.507063.40	1207	1589	1059	1023
TcCLB.507063.60	1731	2567	2148	2143
TcCLB.507063.70	1443	2103	1503	1520
TcCLB.507063.80	1277	1704	1248	1185
TcCLB.507063.90	2955	4238	3107	3059
TcCLB.507063.100	2664	3500	2513	2374
TcCLB.507063.110	2606	3652	2339	2184
TcCLB.507063.120	545	723	570	489
TcCLB.507063.130	2426	3133	2570	2362
TcCLB.507063.140	380	541	421	448
TcCLB.507063.144	1290	1663	1370	1266
TcCLB.507063.150	2039	2615	1828	1768
TcCLB.507063.160	2036	2755	1769	1765
TcCLB.507063.170	226	278	201	226
TcCLB.507063.180	527	572	514	481
TcCLB.507063.240	3339	4200	2877	2532
TcCLB.507063.250	284	352	230	232
TcCLB.507063.260	194	250	159	146
TcCLB.507063.270	1394	1789	1338	1275
TcCLB.507063.280	2301	3164	1879	1686
TcCLB.507063.290	1583	2170	1532	1499
TcCLB.507063.315	0	1	1	0
TcCLB.507063.340	1	4	2	6
TcCLB.506321.10	1	0	0	1
TcCLB.506321.20	0	0	0	0
TcCLB.506321.30	0	0	0	0
TcCLB.506321.40	218	268	148	125
TcCLB.506321.50	18	15	16	20
TcCLB.506321.60	1	0	0	0
TcCLB.506321.90	0	1	0	1
TcCLB.506321.101	0	0	0	0
TcCLB.506321.110	16	15	12	14
TcCLB.506321.120	38	62	32	25
TcCLB.506321.130	1	0	1	0
TcCLB.506321.140	0	0	0	0
TcCLB.506321.150	4	2	4	4
TcCLB.506321.160	0	1	1	0
TcCLB.506321.180	0	0	0	0
TcCLB.506321.190	12	18	13	12
TcCLB.506321.200	44	80	41	47
TcCLB.506321.210	4	5	2	2
TcCLB.506321.220	2	1	4	0
TcCLB.506321.230	8	8	6	5
TcCLB.506321.240	6	6	11	8
TcCLB.506321.260	608	729	560	533
TcCLB.506321.270	785	1033	605	583
TcCLB.506321.280	6896	9120	7104	6970
TcCLB.506321.290	3868	5015	3494	3512
TcCLB.506321.300	1815	2178	1336	1270
TcCLB.506321.310	3063	4417	3833	4074
TcCLB.506321.320	3133	4308	3023	2841
TcCLB.506321.330	959	1227	891	792
TcCLB.506321.340	517	637	492	448
TcCLB.506321.350	486	535	408	402
TcCLB.506321.359	571	828	527	526
TcCLB.509721.10	956	1176	892	872
TcCLB.509721.20	1028	1385	1269	1170
TcCLB.509721.30	2246	2977	2123	1836
TcCLB.509721.40	2575	3466	2300	2175
TcCLB.509721.50	808	1012	727	692
TcCLB.509721.60	1606	2062	1256	1138
TcCLB.509721.70	2152	2863	1972	1788
TcCLB.509721.79	2097	2870	1996	1886
TcCLB.507777.10	979	1171	910	908
TcCLB.507777.20	819	1113	646	704
TcCLB.507777.30	4	10	10	4
TcCLB.507777.41	4	9	3	2
TcCLB.507779.20	27	46	32	24
TcCLB.507779.30	8	10	10	5
TcCLB.506325.40	65	136	53	61
TcCLB.506325.36	0	0	0	0
TcCLB.506325.33	0	1	0	1
TcCLB.506325.30	1	1	1	0
TcCLB.506325.10	1	2	0	0
TcCLB.503445.9	0	2	0	3
TcCLB.503445.20	1	1	0	0
TcCLB.507783.20	0	1	0	1
TcCLB.507783.10	0	0	0	1
TcCLB.406933.10	1	6	5	2
TcCLB.509727.20	16	18	16	12
TcCLB.509727.10	0	0	0	0
TcCLB.509725.139	1	1	1	1
TcCLB.509725.126	0	0	0	0
TcCLB.509725.113	0	0	0	0
TcCLB.509725.100	0	1	2	2
TcCLB.509725.80	10	9	10	12
TcCLB.509725.60	2	1	1	0
TcCLB.509725.50	1	0	0	0
TcCLB.509725.30	0	0	0	0
TcCLB.509723.20	0	0	0	0
TcCLB.509723.10	0	1	0	0
TcCLB.509723.5	0	0	0	0
TcCLB.507781.10	0	0	1	0
TcCLB.506323.40	11	9	12	8
TcCLB.506323.30	81	125	74	98
TcCLB.506323.10	0	1	1	2
TcCLB.505401.19	0	0	0	0
TcCLB.505401.31	0	0	1	0
TcCLB.505401.40	0	0	0	0
TcCLB.507587.24	0	1	0	1
TcCLB.507587.50	0	1	0	0
TcCLB.507587.60	0	0	0	0
TcCLB.507587.70	0	0	0	0
TcCLB.507589.14	125	167	87	80
TcCLB.507589.30	1677	2116	1231	1029
TcCLB.508651.20	1	10	8	7
TcCLB.508651.10	0	0	0	1
TcCLB.508649.40	0	0	0	0
TcCLB.508649.30	0	0	0	0
TcCLB.508649.20	4175	5576	3706	3527
TcCLB.508649.14	1058	1376	936	905
TcCLB.508649.10	2099	2680	1946	1783
TcCLB.508649.5	2034	2572	2126	2157
TcCLB.510947.50	1320	1696	1292	1164
TcCLB.510947.44	664	842	667	708
TcCLB.510947.40	987	1259	851	805
TcCLB.510947.30	6621	8597	6118	6198
TcCLB.510947.20	1550	1888	1471	1313
TcCLB.510947.10	1394	1825	1109	1157
TcCLB.506549.29	0	0	0	0
TcCLB.506549.19	0	0	0	0
TcCLB.506549.9	21	27	23	15
TcCLB.508417.10	316	377	249	216
TcCLB.508417.13	0	0	0	0
TcCLB.508417.20	0	0	0	0
TcCLB.508417.16	0	0	0	0
TcCLB.508417.29	7	2	1	2
TcCLB.510671.10	20	18	17	15
TcCLB.510671.20	0	0	0	0
TcCLB.510671.31	0	0	0	1
TcCLB.510673.10	3	6	7	3
TcCLB.508419.20	5	7	7	7
TcCLB.508419.30	0	0	0	0
TcCLB.510675.9	0	0	0	0
TcCLB.455721.9	5	6	4	5
TcCLB.508421.20	2	0	0	0
TcCLB.508421.30	0	1	0	0
TcCLB.508421.40	0	0	0	0
TcCLB.508423.20	12	17	7	3
TcCLB.508423.40	0	0	0	0
TcCLB.508423.30	0	0	0	0
TcCLB.508423.50	0	0	0	0
TcCLB.510677.9	10	9	6	7
TcCLB.508425.10	4	4	2	3
TcCLB.508425.20	0	0	0	0
TcCLB.508425.31	0	1	1	0
TcCLB.441729.9	44	58	52	42
TcCLB.510993.19	134	204	158	122
TcCLB.510993.10	1836	2372	1450	1384
TcCLB.508677.160	1076	1640	831	854
TcCLB.508677.150	3603	4873	2743	2358
TcCLB.508677.134	922	1279	886	826
TcCLB.508677.120	482	676	404	359
TcCLB.508677.90	250	317	203	180
TcCLB.508677.80	0	0	0	0
TcCLB.508677.60	2	5	3	6
TcCLB.508677.50	0	1	0	0
TcCLB.508677.40	0	1	0	0
TcCLB.508677.30	14	18	16	12
TcCLB.402375.10	1	5	3	1
TcCLB.509333.10	10	11	12	10
TcCLB.509331.221	0	0	0	0
TcCLB.509331.210	6	8	3	2
TcCLB.509331.200	1898	2762	1617	1390
TcCLB.509331.189	1494	2140	1202	1101
TcCLB.509331.180	979	1347	1007	913
TcCLB.509331.160	535	788	463	381
TcCLB.509331.150	465	705	457	441
TcCLB.509331.134	132	160	97	93
TcCLB.509331.120	1192	1629	661	577
TcCLB.509331.110	2150	3046	1593	1410
TcCLB.509331.100	672	875	498	441
TcCLB.509331.90	1278	1744	1239	1176
TcCLB.509331.80	1121	1571	883	772
TcCLB.509331.74	1380	1883	979	961
TcCLB.509331.70	1478	1927	1218	998
TcCLB.509331.60	967	1301	871	745
TcCLB.509331.50	735	964	720	589
TcCLB.509331.40	714	1060	720	591
TcCLB.509331.30	758	1003	592	540
TcCLB.509331.20	653	916	649	652
TcCLB.509331.9	243	346	184	162
TcCLB.507221.80	723	945	552	477
TcCLB.507221.70	1348	1989	984	1095
TcCLB.507221.60	619	775	505	445
TcCLB.507221.50	705	968	653	661
TcCLB.507221.40	1073	1759	906	815
TcCLB.507221.30	539	716	502	391
TcCLB.507221.20	1690	2296	1422	1096
TcCLB.507219.20	1	5	0	3
TcCLB.507219.9	0	0	0	1
TcCLB.509329.31	0	0	0	0
TcCLB.509329.20	30	38	32	38
TcCLB.509329.9	3	7	5	6
TcCLB.509327.10	11	10	9	13
TcCLB.508043.10	0	0	0	0
TcCLB.508043.11	5	11	5	8
TcCLB.508043.12	1	0	0	0
TcCLB.508043.13	1	0	0	0
TcCLB.508043.14	0	0	0	0
TcCLB.508043.15	1	1	0	0
TcCLB.508043.16	0	2	0	1
TcCLB.508043.17	1	1	0	0
TcCLB.508043.18	0	0	0	0
TcCLB.508043.19	0	0	1	1
TcCLB.508043.22	0	0	0	0
TcCLB.508043.23	0	0	0	0
TcCLB.508043.24	161	181	321	275
TcCLB.508043.20	1053	1436	1148	1158
TcCLB.508043.30	5007	6917	4599	4534
TcCLB.508043.40	943	1534	1080	1174
TcCLB.508045.4	1135	1504	976	945
TcCLB.508045.10	1362	1936	1367	1259
TcCLB.508045.14	849	1191	774	767
TcCLB.508045.20	967	1335	1089	944
TcCLB.508045.30	1756	2402	1587	1790
TcCLB.508045.40	1175	1714	1048	1095
TcCLB.508045.60	1367	1948	1360	1350
TcCLB.508045.70	2917	4344	2684	2849
TcCLB.508045.79	814	1086	770	782
TcCLB.508045.90	882	1240	980	906
TcCLB.508045.100	1541	2046	1365	1315
TcCLB.508045.120	7	5	2	4
TcCLB.508045.131	0	0	0	0
TcCLB.509463.41	11	17	8	10
TcCLB.509463.30	4932	7126	4496	4413
TcCLB.509463.20	1441	1896	1369	1311
TcCLB.509463.10	1228	1851	1370	1368
TcCLB.509461.100	43	66	91	85
TcCLB.509461.90	3643	4791	3325	3030
TcCLB.509461.80	1623	2016	1501	1363
TcCLB.509461.70	862	1179	752	689
TcCLB.509461.60	1692	2250	1416	1400
TcCLB.509461.50	1304	1599	1226	1088
TcCLB.509461.40	562	719	524	474
TcCLB.509461.30	1192	1454	1110	1090
TcCLB.509461.20	566	801	627	563
TcCLB.509461.10	1555	2028	1272	1287
TcCLB.509459.79	1011	1235	763	779
TcCLB.509459.70	1118	1490	985	1013
TcCLB.509459.60	2597	3192	1999	1896
TcCLB.509459.50	1823	2195	1397	1357
TcCLB.509459.40	1242	1458	992	956
TcCLB.509459.20	0	1	0	0
TcCLB.507849.10	0	0	0	1
TcCLB.507849.40	1527	1905	1344	1229
TcCLB.507849.50	2257	3035	2063	1841
TcCLB.507849.60	1871	2382	1737	1689
TcCLB.507849.70	2002	2384	1594	1577
TcCLB.507849.80	1073	1315	793	872
TcCLB.509849.10	433	615	436	408
TcCLB.509849.20	613	794	629	595
TcCLB.509849.30	2568	3376	2509	2363
TcCLB.509849.40	0	0	0	0
TcCLB.509851.10	0	0	0	0
TcCLB.509853.10	0	1	0	0
TcCLB.509855.10	2060	2801	2022	1963
TcCLB.509855.20	767	1054	817	759
TcCLB.509857.10	1178	1477	1008	978
TcCLB.509857.20	839	1167	922	862
TcCLB.509857.30	485	694	538	514
TcCLB.509857.40	1361	1840	1356	1372
TcCLB.509857.50	1603	2168	1577	1386
TcCLB.509857.60	2951	4415	3522	3530
TcCLB.509859.10	2843	3908	3314	3470
TcCLB.509859.20	753	1088	873	813
TcCLB.509859.30	1501	2089	1732	1575
TcCLB.509859.40	2187	2857	2057	2101
TcCLB.509859.50	470	607	402	410
TcCLB.509859.60	1397	1836	1442	1369
TcCLB.509859.70	833	1159	828	917
TcCLB.509859.80	3246	4848	3260	3031
TcCLB.509859.90	106	119	91	82
TcCLB.504003.90	727	971	740	675
TcCLB.504003.80	167	216	172	159
TcCLB.504003.70	1413	1852	1310	1224
TcCLB.504003.60	5382	7787	5608	5612
TcCLB.504003.50	795	1207	966	967
TcCLB.504003.40	2305	3101	2315	2239
TcCLB.504003.30	3422	4789	2746	2625
TcCLB.504003.14	523	682	468	465
TcCLB.507851.10	1096	1576	979	1008
TcCLB.507851.20	1107	1635	1223	1249
TcCLB.507851.30	1936	2576	1830	1676
TcCLB.507851.40	175	266	207	222
TcCLB.507851.50	1292	1888	1310	1314
TcCLB.507851.60	690	977	762	783
TcCLB.507851.70	399	521	483	509
TcCLB.506383.10	0	0	0	0
TcCLB.507853.10	1829	2617	1971	2142
TcCLB.507853.20	166	235	171	160
TcCLB.429229.10	31	27	27	18
TcCLB.447483.10	365	492	289	289
