,gene,euclidean_dist,cityblock_dist,minkowsky_dist,cosine_dist,km2_eucl,km3_eucl,km5_eucl,km10_eucl,km100_eucl,km2_city,km3_city,km5_city,km10_city,km100_city,km2_minkow,km3_minkow,km5_minkow,km10_minkow,km100_minkow,km2_cos,km3_cos,km5_cos,km10_cos,km100_cos
0,A2ML1,0.26217704331608127,0.37892039780588027,0.26217704331608127,0.08143810287818798,0,0,4,9,46,1,2,2,9,81,0,0,2,9,72,0,1,1,0,67
1,A4GALT,0.6393416911727415,1.0334635416666669,0.6393416911727415,0.42282057569876885,1,1,3,3,76,0,1,4,6,59,1,2,0,7,59,1,0,0,6,78
2,AAAS,0.26494074208630586,0.43263845280904256,0.26494074208630586,0.08590390050354058,0,0,4,9,99,1,2,2,9,96,0,0,2,9,90,0,1,1,0,58
3,AACS,0.15447452785621116,0.22532658995508192,0.15447452785621116,0.034491912393315394,0,2,0,8,84,1,0,0,5,9,0,1,3,0,5,0,1,3,2,95
4,AADACL1,0.24889702067515684,0.35721925133689847,0.24889702067515684,0.08233518238885684,0,0,4,9,3,1,2,0,0,34,0,0,2,9,85,0,1,1,0,11
5,AAK1,0.19927099185611724,0.3208701268853942,0.19927099185611724,0.04644077624265308,0,2,0,4,61,1,0,0,0,89,0,1,3,8,39,0,1,3,2,89
6,AARS,0.3624237623491121,0.5642557917074404,0.3624237623491121,0.16081965983819813,1,0,4,0,90,0,2,1,7,31,1,0,2,2,29,1,2,4,1,66
7,AARS2,0.26448548845316316,0.3752508095436756,0.26448548845316316,0.0927206699133577,0,0,4,9,99,1,2,2,9,53,0,0,2,9,90,0,1,1,0,32
8,AARSD1,0.3183695794246511,0.49477056210805304,0.3183695794246511,0.11246849556553662,1,0,4,0,1,0,2,2,3,63,1,0,2,5,51,0,2,1,7,6
9,AASDH,0.18865618353998778,0.28454691267933274,0.18865618353998778,0.03755231455882668,0,2,0,8,7,1,0,0,0,93,0,1,3,8,13,0,1,3,2,90
10,AASDHPPT,0.1426545672514215,0.22427045937593085,0.1426545672514215,0.023726495627316324,0,2,0,8,87,1,0,0,5,9,0,1,3,0,83,0,1,3,5,23
11,AASS,0.47240972216653976,0.7665147776183643,0.47240972216653976,0.22496620960502411,1,1,1,2,88,0,1,1,1,51,1,2,4,1,34,1,2,4,9,5
12,AATF,0.40229900202882424,0.6144516178568914,0.40229900202882424,0.19688237475562786,1,0,1,6,77,0,2,1,7,1,1,0,4,2,74,1,2,4,9,99
13,ABAT,0.13752512672175482,0.21087020273616147,0.13752512672175482,0.02436058298942345,0,2,0,1,17,1,0,0,5,99,0,1,3,0,25,0,1,3,5,23
14,ABBA-1,0.3509429835099057,0.5470870706642978,0.3509429835099057,0.15299585218096012,1,0,4,0,16,0,2,2,3,64,1,0,2,5,75,0,2,4,1,3
15,ABCA1,0.20794664346540567,0.3237755672587067,0.20794664346540567,0.050663174021171486,0,0,0,4,74,1,0,0,0,10,0,0,3,8,27,0,1,3,2,19
16,ABCA10,0.26929905599668014,0.40791891035793465,0.26929905599668014,0.05786843992334101,0,0,4,9,33,1,2,2,9,44,0,0,2,9,90,0,1,1,2,81
17,ABCA11P,0.023698949593426836,0.03450554637715367,0.023698949593426836,0.0006215186183616828,0,2,2,5,21,1,0,3,8,42,0,1,1,3,52,0,1,3,5,43
18,ABCA12,0.13512794967815392,0.21799844639410154,0.13512794967815392,0.021009538279951112,0,2,2,1,17,1,0,0,5,52,0,1,1,0,25,0,1,3,5,2
19,ABCA2,0.690903219171969,0.9996177648072611,0.690903219171969,0.48294713946331,1,1,3,3,31,0,1,4,6,21,1,2,0,7,65,1,0,0,3,4
20,ABCA3,0.7785295751453297,1.2295438500603493,0.7785295751453297,0.546555821147389,1,1,3,7,34,0,1,4,4,5,1,2,0,4,33,1,0,0,3,62
21,ABCA5,0.19999514124065343,0.3263095311067911,0.19999514124065343,0.05051683584689115,0,2,0,4,61,1,2,0,0,10,0,1,3,8,39,0,1,3,2,19
22,ABCA6,0.10506770605645782,0.16525804337195632,0.10506770605645782,0.009853715713038724,0,2,2,1,70,1,0,3,2,46,0,1,1,6,92,0,1,3,5,65
23,ABCA7,0.2885261850120981,0.45662007801251614,0.2885261850120981,0.11505713882769864,1,0,4,9,72,0,2,2,9,35,1,0,2,9,80,0,2,1,7,56
24,ABCA8,0.03601838172945377,0.05752796625710627,0.03601838172945377,0.0012565804113253698,0,2,2,5,51,1,0,3,8,66,0,1,1,3,96,0,1,3,5,43
25,ABCA9,0.16818340834491455,0.27456219417975797,0.16818340834491455,0.023207611911953308,0,2,0,8,52,1,0,0,5,91,0,1,3,0,69,0,1,3,5,23
26,ABCB10,0.036403379391750396,0.05307971014492746,0.036403379391750396,0.0016538528890606141,0,2,2,5,51,1,0,3,8,66,0,1,1,3,96,0,1,3,5,43
27,ABCB6,0.10881880195416416,0.17612068965517244,0.10881880195416416,0.015206112472927247,0,2,2,1,40,1,0,3,2,13,0,1,1,6,64,0,1,3,5,71
28,ABCB7,0.15234943670435022,0.24111053050661885,0.15234943670435022,0.02712123274682421,0,2,0,8,84,1,0,0,5,67,0,1,3,0,5,0,1,3,2,91
29,ABCB8,0.2649016579726939,0.3769243989603064,0.2649016579726939,0.0900948317452317,0,0,4,9,99,1,2,2,9,81,0,0,2,9,90,0,1,1,0,58
30,ABCB9,0.13732232590078572,0.2214644439886352,0.13732232590078572,0.02418057304222465,0,2,0,1,17,1,0,0,5,52,0,1,1,0,25,0,1,3,5,23
31,ABCC1,0.33293535440000627,0.5436138244045567,0.33293535440000627,0.15226336877644753,1,0,4,0,41,0,2,2,3,64,1,0,2,5,77,0,2,4,1,3
32,ABCC10,0.26396478441195437,0.3755125373248351,0.26396478441195437,0.08679722378188381,0,0,4,9,99,1,2,2,9,53,0,0,2,9,72,0,1,1,0,58
33,ABCC3,0.11411455300313739,0.1696906640318967,0.11411455300313739,0.016143467773055642,0,2,2,1,94,1,0,3,2,46,0,1,1,6,30,0,1,3,5,71
34,ABCC4,0.5201920852155403,0.8246720829333944,0.5201920852155403,0.3126733324740074,1,1,1,2,37,0,1,1,1,15,1,2,4,1,50,1,0,2,4,64
35,ABCC5,0.269121121222756,0.40782759272102503,0.269121121222756,0.09252351760787814,0,0,4,9,33,1,2,2,9,44,0,0,2,9,90,0,1,1,0,32
36,ABCC9,0.03841424531797687,0.06264167165981446,0.03841424531797687,0.0005956388333399065,0,2,2,5,51,1,0,3,8,66,0,1,1,3,55,0,1,3,5,43
37,ABCD1,0.22798582871833858,0.3721570187653338,0.22798582871833858,0.04410931315577393,0,0,0,4,55,1,2,2,9,53,0,0,3,8,38,0,1,3,2,28
38,ABCD3,0.11153477022076874,0.18031315199218093,0.11153477022076874,0.017315205618086527,0,2,2,1,40,1,0,3,2,82,0,1,1,6,64,0,1,3,5,44
39,ABCD4,0.21083244324942696,0.3412783685672295,0.21083244324942696,0.052148338747877276,0,0,0,4,74,1,2,0,0,58,0,0,3,8,91,0,1,3,2,19
40,ABCE1,0.07836464562258195,0.1263909992574781,0.07836464562258195,0.008610238479207943,0,2,2,5,73,1,0,3,2,98,0,1,1,3,97,0,1,3,5,65
41,ABCF1,0.17402635226544208,0.25839551509745,0.17402635226544208,0.03795555528425443,0,2,0,8,27,1,0,0,5,61,0,1,3,0,32,0,1,3,2,90
42,ABCF2,0.42184248595513674,0.6233833639972887,0.42184248595513674,0.2142920676929111,1,1,1,6,47,0,2,1,7,55,1,2,4,2,66,1,2,4,9,48
43,ABCG1,0.27492713520806455,0.41122490559857283,0.27492713520806455,0.099859048905802,0,0,4,9,78,1,2,2,9,44,0,0,2,9,22,0,2,1,7,22
44,ABHD10,0.1826179283488607,0.2586608148866136,0.1826179283488607,0.04540671544640307,0,2,0,8,68,1,0,0,5,61,0,1,3,8,56,0,1,3,2,28
45,ABHD11,0.1566017021061875,0.23526892771497088,0.1566017021061875,0.03339882322472221,0,2,0,8,11,1,0,0,5,67,0,1,3,0,95,0,1,3,2,95
46,ABHD12,0.39847605439896244,0.629942363112392,0.39847605439896244,0.20861506385578987,1,0,1,6,36,0,2,1,7,55,1,0,4,2,41,1,2,4,9,69
47,ABHD13,0.07003411788562795,0.11037838821175183,0.07003411788562795,0.0063468300789767396,0,2,2,5,38,1,0,3,8,16,0,1,1,3,15,0,1,3,5,45
48,ABHD14B,0.4052816301008659,0.5776061776061774,0.4052816301008659,0.21264125100597797,1,0,1,6,77,0,2,1,7,71,1,0,4,2,74,1,2,4,9,48
49,ABHD2,0.17858147127959043,0.2878192448306922,0.17858147127959043,0.026030316807490128,0,2,0,8,50,1,0,0,0,93,0,1,3,0,81,0,1,3,5,91
50,ABHD3,0.22743233914341093,0.3397441774491682,0.22743233914341093,0.06346397247536506,0,0,0,4,55,1,2,0,0,58,0,0,3,8,38,0,1,1,0,76
51,ABHD4,0.351006041024524,0.5658920848794267,0.351006041024524,0.1486632157346537,1,0,4,0,16,0,2,1,7,18,1,0,2,5,75,0,2,4,1,60
52,ABHD5,0.12052672193970114,0.1865909981853065,0.12052672193970114,0.017898960524636798,0,2,2,1,0,1,0,3,2,82,0,1,1,6,14,0,1,3,5,44
53,ABHD6,0.3632861204053385,0.5844091849807825,0.3632861204053385,0.17250094025841833,1,0,4,0,90,0,2,1,7,71,1,0,4,2,29,1,2,4,1,26
54,ABHD9,0.2506002632800127,0.4042390473068939,0.2506002632800127,0.07773333077364175,0,0,4,9,3,1,2,2,9,85,0,0,2,9,85,0,1,1,0,98
55,ABI1,0.1312737891635303,0.19518816065399922,0.1312737891635303,0.020543502802683578,0,2,2,1,49,1,0,3,2,49,0,1,1,6,46,0,1,3,5,2
56,ABI2,0.33967408163956697,0.5546847816464691,0.33967408163956697,0.13825886797656983,1,0,4,0,91,0,2,2,7,31,1,0,2,5,19,0,2,4,7,18
57,ABI3,0.27626402188305965,0.442524609148813,0.27626402188305965,0.07946808184371124,0,0,4,9,78,0,2,2,9,75,0,0,2,9,12,0,1,1,0,67
58,ABI3BP,0.16483353028212283,0.26496371627037707,0.16483353028212283,0.02054057755606742,0,2,0,8,52,1,0,0,5,4,0,1,3,0,69,0,1,3,5,2
59,ABL1,0.19399266214891997,0.28909791128669005,0.19399266214891997,0.032143073222996366,0,2,0,4,61,1,0,0,0,93,0,1,3,8,70,0,1,3,2,31
60,ABL2,0.22340932627851134,0.31914359571621087,0.22340932627851134,0.038803400354890716,0,0,0,4,96,1,0,0,0,89,0,0,3,8,71,0,1,3,2,90
61,ABLIM1,0.22209268146203726,0.32805503010736625,0.22209268146203726,0.06810192123301295,0,0,0,4,96,1,2,0,0,10,0,0,3,8,71,0,1,1,0,55
62,ABLIM2,0.22460132847275496,0.3567052478122691,0.22460132847275496,0.0371797524556563,0,0,0,4,96,1,2,0,0,34,0,0,3,8,71,0,1,3,2,9
63,ABLIM3,0.08692022224599842,0.1291068580542265,0.08692022224599842,0.007155313667823293,0,2,2,1,9,1,0,3,2,98,0,1,1,6,37,0,1,3,5,45
64,ABO,0.3019733510305263,0.4931044866004215,0.3019733510305263,0.1239703019584667,1,0,4,0,64,0,2,2,3,63,1,0,2,5,73,0,2,1,7,25
65,ABR,0.18967644028067535,0.30612091589914453,0.18967644028067535,0.04622942503758265,0,2,0,4,7,1,0,0,0,37,0,1,3,8,13,0,1,3,2,28
66,ABT1,0.1147900497444429,0.16489380253199876,0.1147900497444429,0.015003555249093914,0,2,2,1,94,1,0,3,2,46,0,1,1,6,30,0,1,3,5,71
67,ABTB1,0.49639030746113016,0.8068305498387442,0.49639030746113016,0.19963145951614836,1,1,1,2,13,0,1,1,1,83,1,2,4,1,17,1,2,4,9,99
68,ABTB2,0.055604718871924974,0.09063773457575208,0.055604718871924974,0.0027382023226814045,0,2,2,5,57,1,0,3,8,43,0,1,1,3,84,0,1,3,5,43
69,ACAA1,0.1495162550782442,0.23219868107978336,0.1495162550782442,0.02962609371917735,0,2,0,8,32,1,0,0,5,9,0,1,3,0,54,0,1,3,2,61
70,ACACA,0.430354008615341,0.7023745929734799,0.430354008615341,0.21326531165974172,1,1,1,6,71,0,1,1,1,7,1,2,4,2,42,1,2,4,9,48
71,ACACB,0.25453737782262803,0.3858255160125077,0.25453737782262803,0.06255945175912991,0,0,4,9,60,1,2,2,9,84,0,0,2,9,31,0,1,1,0,76
72,ACAD10,0.3129706632081709,0.49461316289259605,0.3129706632081709,0.12180127402772067,1,0,4,0,63,0,2,2,3,63,1,0,2,5,51,0,2,1,7,25
73,ACAD11,0.14948943985844007,0.21471288729926122,0.14948943985844007,0.02497563535835723,0,2,0,8,32,1,0,0,5,52,0,1,3,0,54,0,1,3,5,23
74,ACAD8,0.18597657603436574,0.2742046934382225,0.18597657603436574,0.03808368587417588,0,2,0,8,68,1,0,0,5,91,0,1,3,8,13,0,1,3,2,90
75,ACAD9,0.14219098821963996,0.2311773576913667,0.14219098821963996,0.024987738030957773,0,2,0,8,87,1,0,0,5,9,0,1,3,0,83,0,1,3,5,23
76,ACADM,0.09877026552799241,0.1523199891620944,0.09877026552799241,0.011474610410927455,0,2,2,1,24,1,0,3,2,77,0,1,1,6,40,0,1,3,5,10
77,ACADS,0.36064250000643244,0.5148779727223489,0.36064250000643244,0.13745722774000713,1,0,4,0,90,0,2,2,3,6,1,0,2,2,29,0,2,4,7,18
78,ACADSB,0.2205509628183201,0.3132503324514297,0.2205509628183201,0.06947745246773196,0,0,0,4,96,1,0,0,0,89,0,0,3,8,71,0,1,1,0,55
79,ACADVL,0.3506950020517817,0.5351421724205776,0.3506950020517817,0.1601724547936455,1,0,4,0,16,0,2,2,3,36,1,0,2,5,75,1,2,4,1,66
80,ACAP1,0.45202751961070703,0.6796905729644684,0.45202751961070703,0.21571292131804776,1,1,1,2,44,0,1,1,1,24,1,2,4,1,1,1,2,4,9,48
81,ACAP2,0.18776503729726945,0.2935063072052775,0.18776503729726945,0.04710971516560791,0,2,0,8,7,1,0,0,0,25,0,1,3,8,13,0,1,3,2,89
82,ACAP3,0.16937859969714283,0.25652298366350096,0.16937859969714283,0.03930297841083108,0,2,0,8,52,1,0,0,5,61,0,1,3,0,69,0,1,3,2,90
83,ACAT1,0.04871264594748396,0.0763481307505155,0.04871264594748396,0.0027323120614244356,0,2,2,5,57,1,0,3,8,20,0,1,1,3,24,0,1,3,5,43
84,ACAT2,0.2059767517176839,0.3362775584903027,0.2059767517176839,0.05833354728099771,0,2,0,4,29,1,2,0,0,62,0,1,3,8,27,0,1,1,2,81
85,ACBD3,0.05111573177117354,0.07453764340747801,0.05111573177117354,0.0031863816822153,0,2,2,5,57,1,0,3,8,20,0,1,1,3,84,0,1,3,5,13
86,ACBD4,0.42087212089465087,0.6236262049487322,0.42087212089465087,0.21282823990794564,1,1,1,6,47,0,2,1,7,55,1,2,4,2,66,1,2,4,9,48
87,ACBD5,0.05008824537096144,0.07534249953507505,0.05008824537096144,0.0031489242890638813,0,2,2,5,57,1,0,3,8,20,0,1,1,3,24,0,1,3,5,13
88,ACCS,0.2861131612088953,0.4570396270396271,0.2861131612088953,0.10057142964494814,1,0,4,9,72,0,2,2,3,35,1,0,2,9,80,0,2,1,7,22
89,ACD,0.29411276518799867,0.4720009959819774,0.29411276518799867,0.1083885661924503,1,0,4,9,45,0,2,2,3,45,1,0,2,5,43,0,2,1,7,86
90,ACE,0.6364332123827517,0.9897686431464152,0.6364332123827517,0.36118732061628034,1,1,3,3,76,0,1,4,6,21,1,2,0,7,59,1,0,2,6,30
91,ACHE,0.11734909477396734,0.18152264940997337,0.11734909477396734,0.013865120085084781,0,2,2,1,94,1,0,3,2,82,0,1,1,6,14,0,1,3,5,71
92,ACIN1,0.21857807306324484,0.32310655641196906,0.21857807306324484,0.06139979513148808,0,0,0,4,15,1,0,0,0,10,0,0,3,8,0,0,1,1,0,76
93,ACO1,0.5600504775522575,0.8281568057043251,0.5600504775522575,0.2933536784994881,1,1,3,3,2,0,1,1,1,15,1,2,0,7,28,1,0,2,4,49
94,ACO2,0.32079443043751726,0.4623655913978495,0.32079443043751726,0.13767577684726662,1,0,4,0,1,0,2,2,3,95,1,0,2,5,4,0,2,4,7,18
95,ACOT11,0.24728690282363983,0.39434848253608334,0.24728690282363983,0.06401856655902982,0,0,4,9,3,1,2,2,9,2,0,0,2,9,49,0,1,1,0,0
96,ACOT7,0.25766734528307955,0.4036607075507279,0.25766734528307955,0.0922372353108335,0,0,4,9,60,1,2,2,9,85,0,0,2,9,31,0,1,1,0,32
97,ACOT8,0.10462257382854392,0.16883389970523632,0.10462257382854392,0.015225135894136654,0,2,2,1,70,1,0,3,2,46,0,1,1,6,92,0,1,3,5,71
98,ACOT9,0.11568117692176973,0.18469558236417286,0.11568117692176973,0.012564759719355001,0,2,2,1,94,1,0,3,2,82,0,1,1,6,30,0,1,3,5,10
99,ACOX1,0.14528466990047376,0.23254842568740533,0.14528466990047376,0.0279946923193769,0,2,0,8,32,1,0,0,5,9,0,1,3,0,54,0,1,3,2,61
100,ACOX3,0.028418956732421077,0.04632692795318963,0.028418956732421077,0.0010580175262021596,0,2,2,5,21,1,0,3,8,8,0,1,1,3,8,0,1,3,5,43
101,ACP1,0.07123869960545513,0.11631483708897189,0.07123869960545513,0.006665090769397586,0,2,2,5,38,1,0,3,8,16,0,1,1,3,44,0,1,3,5,45
102,ACP2,0.14488145949023182,0.23602328142205442,0.14488145949023182,0.021417460091024854,0,2,0,8,87,1,0,0,5,67,0,1,3,0,83,0,1,3,5,2
103,ACP5,0.42487492539606303,0.6523842803328179,0.42487492539606303,0.19948751012199328,1,1,1,6,47,0,1,1,7,33,1,2,4,2,66,1,2,4,9,99
104,ACP6,0.12210916607210984,0.1993581469982907,0.12210916607210984,0.01897575642691418,0,2,2,1,0,1,0,3,2,28,0,1,1,6,14,0,1,3,5,44
105,ACPP,0.2649403644335306,0.39413162146308,0.2649403644335306,0.09334084598207537,0,0,4,9,99,1,2,2,9,2,0,0,2,9,90,0,1,1,0,32
106,ACSF2,0.2769513754843088,0.444152353384236,0.2769513754843088,0.08916034510560411,0,0,4,9,78,0,2,2,9,12,0,0,2,9,12,0,1,1,0,58
107,ACSF3,0.39226851596847273,0.6372843813150101,0.39226851596847273,0.1710454651314286,1,0,1,6,36,0,2,1,7,90,1,0,4,2,89,1,2,4,1,26
108,ACSL1,0.39110474198195616,0.5946185814106758,0.39110474198195616,0.16307181543489635,1,0,1,6,80,0,2,1,7,38,1,0,4,2,89,1,2,4,1,41
109,ACSL3,0.15954765880842428,0.24890240759338422,0.15954765880842428,0.03287523531611136,0,2,0,8,79,1,0,0,5,32,0,1,3,0,95,0,1,3,2,95
110,ACSL4,0.4819128543812364,0.7339492914668245,0.4819128543812364,0.22966345923440168,1,1,1,2,67,0,1,1,1,60,1,2,4,1,99,1,2,4,9,5
111,ACSL5,0.08732909210920846,0.13379458120128984,0.08732909210920846,0.008415113617717185,0,2,2,1,43,1,0,3,2,98,0,1,1,6,37,0,1,3,5,65
112,ACSS1,0.5686336888877606,0.9084756860406655,0.5686336888877606,0.3828988830132889,1,1,3,3,2,0,1,4,6,3,1,2,0,7,82,1,0,2,6,70
113,ACSS2,0.42394685433273305,0.6613516951496046,0.42394685433273305,0.21614165703398747,1,1,1,6,47,0,1,1,7,78,1,2,4,2,66,1,2,4,9,48
114,ACTA1,0.35269318777561487,0.5750046117325622,0.35269318777561487,0.04486435807090294,1,0,4,0,48,0,2,1,7,18,1,0,2,5,75,0,1,3,2,28
115,ACTA2,0.22236026524506247,0.34149886167046106,0.22236026524506247,0.0362883565648372,0,0,0,4,96,1,2,0,0,58,0,0,3,8,71,0,1,3,2,9
116,ACTC1,0.2751435357504278,0.4304617670840708,0.2751435357504278,0.02736413258711612,0,0,4,9,78,1,2,2,9,96,0,0,2,9,22,0,1,3,2,91
117,ACTG1,0.026338320781600835,0.03893912340499539,0.026338320781600835,0.0009782893084095967,0,2,2,5,21,1,0,3,8,42,0,1,1,3,8,0,1,3,5,43
118,ACTN1,0.3352957658212845,0.5463693119184768,0.3352957658212845,0.1365208716466263,1,0,4,0,41,0,2,2,3,64,1,0,2,5,77,0,2,4,7,39
119,ACTN2,0.3207185029402042,0.5234990105679762,0.3207185029402042,0.03572549313764872,1,0,4,0,1,0,2,2,3,74,1,0,2,5,4,0,1,3,2,9
120,ACTN4,0.1410455130272939,0.21239845765642973,0.1410455130272939,0.028802337347589746,0,2,0,8,87,1,0,0,5,99,0,1,3,0,83,0,1,3,2,61
121,ACTR10,0.01133335224771291,0.01724655174709644,0.01133335224771291,0.0001638626162888679,0,2,2,5,58,1,0,3,8,56,0,1,1,3,98,0,1,3,5,43
122,ACTR1A,0.24194516895585666,0.39283276014939494,0.24194516895585666,0.05807688606180972,0,0,0,9,93,1,2,2,9,2,0,0,2,9,7,0,1,1,2,81
123,ACTR1B,0.3400133069811359,0.5013829593139938,0.3400133069811359,0.14307519521089995,1,0,4,0,91,0,2,2,3,63,1,0,2,5,19,0,2,4,1,68
124,ACTR2,0.01704474133033481,0.027818370091415412,0.01704474133033481,0.00027863227209901087,0,2,2,5,58,1,0,3,8,42,0,1,1,3,52,0,1,3,5,43
125,ACTR3,0.04316057684535641,0.07020763654730872,0.04316057684535641,0.0024061339919676517,0,2,2,5,6,1,0,3,8,86,0,1,1,3,55,0,1,3,5,43
126,ACTR5,0.2998391242749275,0.4874178408038715,0.2998391242749275,0.11103101580418084,1,0,4,9,64,0,2,2,3,23,1,0,2,5,73,0,2,1,7,86
127,ACTR6,0.16910124271093296,0.26587011125250953,0.16910124271093296,0.03484824039655976,0,2,0,8,52,1,0,0,5,4,0,1,3,0,69,0,1,3,2,95
128,ACTR8,0.24181427741278969,0.3485157368855598,0.24181427741278969,0.06603870997160999,0,0,0,4,93,1,2,0,0,34,0,0,2,9,7,0,1,1,0,0
129,ACVR1,0.24049155848871848,0.37753872381106257,0.24049155848871848,0.05189097875462567,0,0,0,4,75,1,2,2,9,81,0,0,3,9,7,0,1,3,2,19
130,ACVR1B,0.33703743939920844,0.5396592215009188,0.33703743939920844,0.13811655174909243,1,0,4,0,41,0,2,2,3,36,1,0,2,5,19,0,2,4,7,18
131,ACVR2A,0.1469166104817121,0.23675940809501902,0.1469166104817121,0.028745742399251317,0,2,0,8,32,1,0,0,5,67,0,1,3,0,54,0,1,3,2,61
132,ACVR2B,0.3113810499984196,0.4961563572002732,0.3113810499984196,0.09727652120444596,1,0,4,0,63,0,2,2,3,63,1,0,2,5,21,0,2,1,7,93
133,ACVRL1,0.3328325539805099,0.5359799210906675,0.3328325539805099,0.06579113034849937,1,0,4,0,41,0,2,2,3,36,1,0,2,5,77,0,1,1,0,0
134,ACY1,0.5141763812937795,0.7324269171194651,0.5141763812937795,0.2739662839009619,1,1,1,2,37,0,1,1,1,60,1,2,4,1,50,1,2,2,4,21
135,ADAM10,0.15994115443646084,0.2355864793507422,0.15994115443646084,0.020453904391345867,0,2,0,8,79,1,0,0,5,67,0,1,3,0,26,0,1,3,5,2
136,ADAM12,0.3776170752431696,0.6162893747031191,0.3776170752431696,0.0540502689391853,1,0,1,6,8,0,2,1,7,1,1,0,4,2,10,0,1,1,2,54
137,ADAM15,0.27590870820977415,0.45011017559245203,0.27590870820977415,0.08717819855387354,0,0,4,9,78,0,2,2,9,12,0,0,2,9,12,0,1,1,0,58
138,ADAM17,0.022482640613642687,0.036698930208864,0.022482640613642687,0.0005468015070577703,0,2,2,5,21,1,0,3,8,42,0,1,1,3,52,0,1,3,5,43
139,ADAM19,0.14676819828427945,0.23227804129893448,0.14676819828427945,0.012030613479216856,0,2,0,8,32,1,0,0,5,9,0,1,3,0,54,0,1,3,5,10
140,ADAM23,0.7171945282917024,1.1297264220698096,0.7171945282917024,0.48752205372154334,1,1,3,7,42,0,1,4,4,88,1,2,0,4,63,1,0,0,3,4
141,ADAM8,0.6026395146073399,0.9771176977684692,0.6026395146073399,0.28725869925772984,1,1,3,3,28,0,1,4,6,68,1,2,0,7,20,1,0,2,4,82
142,ADAM9,0.22090605949708508,0.35733485602402815,0.22090605949708508,0.052433442882728665,0,0,0,4,96,1,2,0,0,34,0,0,3,8,71,0,1,3,2,54
143,ADAMTS1,0.09756699146010143,0.1508373303648894,0.09756699146010143,0.011615590627614303,0,2,2,1,83,1,0,3,2,77,0,1,1,6,40,0,1,3,5,10
144,ADAMTS10,0.3775178295871286,0.6004851252051081,0.3775178295871286,0.12566342616236426,1,0,1,6,8,0,2,1,7,38,1,0,4,2,10,0,2,1,7,96
145,ADAMTS12,0.3451997789270729,0.5515911146833212,0.3451997789270729,0.06173859113388769,1,0,4,0,16,0,2,2,3,64,1,0,2,5,67,0,1,1,0,76
146,ADAMTS14,0.4757130420243938,0.7618974685149559,0.4757130420243938,0.13717959460536167,1,1,1,2,88,0,1,1,1,51,1,2,4,1,34,0,2,4,7,18
147,ADAMTS15,0.2844163350137382,0.4570031124944419,0.2844163350137382,0.07418052075099679,0,0,4,9,12,0,2,2,3,35,0,0,2,9,80,0,1,1,0,29
148,ADAMTS17,0.6024326430449986,0.8776982107024485,0.6024326430449986,0.33379131574378096,1,1,3,3,28,0,1,4,6,50,1,2,0,7,20,1,0,2,6,50
149,ADAMTS2,0.47367687640544826,0.7734322254454427,0.47367687640544826,0.12440806930689507,1,1,1,2,88,0,1,1,1,94,1,2,4,1,34,0,2,1,7,25
150,ADAMTS4,0.636533493703333,0.955357538763438,0.636533493703333,0.36377731764283394,1,1,3,3,76,0,1,4,6,39,1,2,0,7,59,1,0,2,6,30
151,ADAMTS5,0.28362011640365553,0.4622524253038692,0.28362011640365553,0.04069875446494953,0,0,4,9,12,0,2,2,3,95,0,0,2,9,80,0,1,3,2,52
152,ADAMTS9,0.18049249566141573,0.2790660873648916,0.18049249566141573,0.017141574109205693,0,2,0,8,50,1,0,0,5,47,0,1,3,0,56,0,1,3,5,44
153,ADAMTSL1,0.22121155109789883,0.3586056644880174,0.22121155109789883,0.04468845441946856,0,0,0,4,96,1,2,0,0,22,0,0,3,8,71,0,1,3,2,28
154,ADAMTSL4,0.6392556025249799,0.945800629634227,0.6392556025249799,0.40690992264707326,1,1,3,3,76,0,1,4,6,39,1,2,0,7,59,1,0,0,6,38
155,ADAMTSL5,0.16348685662017715,0.2401392399817662,0.16348685662017715,0.03869832575169463,0,2,0,8,79,1,0,0,5,67,0,1,3,0,26,0,1,3,2,90
156,ADAP1,0.6728753113508043,1.0837796294798157,0.6728753113508043,0.47655294503789514,1,1,3,3,59,0,1,4,4,11,1,2,0,7,23,1,0,0,3,72
157,ADAP2,0.2912030657772737,0.46296516209826305,0.2912030657772737,0.07150931209452505,1,0,4,9,45,0,2,2,3,95,1,0,2,5,43,0,1,1,0,92
158,ADAR,0.15270832877230922,0.2244268097143175,0.15270832877230922,0.028108196742614555,0,2,0,8,84,1,0,0,5,9,0,1,3,0,5,0,1,3,2,61
159,ADARB1,0.10070357307974888,0.14302683855541187,0.10070357307974888,0.00967935860734781,0,2,2,1,24,1,0,3,2,0,0,1,1,6,40,0,1,3,5,65
160,ADAT1,0.2996868158103488,0.458067750919558,0.2996868158103488,0.10343589258780372,1,0,4,9,64,0,2,2,3,35,1,0,2,5,73,0,2,1,7,83
161,ADAT2,0.29670212619454,0.47632096389574535,0.29670212619454,0.10584643218586587,1,0,4,9,45,0,2,2,3,45,1,0,2,5,73,0,2,1,7,46
162,ADCK2,0.1602223836184319,0.24195386191655452,0.1602223836184319,0.03275168855491439,0,2,0,8,79,1,0,0,5,67,0,1,3,0,26,0,1,3,2,31
163,ADCK4,0.3663289371738531,0.5897674418604651,0.3663289371738531,0.1692340668286647,1,0,4,6,35,0,2,1,7,71,1,0,4,2,53,1,2,4,1,26
