,gene,euclidean_dist,cityblock_dist,minkowsky_dist,cosine_dist,km2_eucl,km3_eucl,km5_eucl,km10_eucl,km100_eucl,km2_city,km3_city,km5_city,km10_city,km100_city,km2_minkow,km3_minkow,km5_minkow,km10_minkow,km100_minkow,km2_cos,km3_cos,km5_cos,km10_cos,km100_cos
4852,LOC338799,0.48426404987113497,0.6896299983407997,0.48426404987113497,0.2684210702981631,1,1,1,2,67,0,1,1,1,72,1,2,4,1,99,1,2,2,4,53
4853,LOC374443,0.2640767290203211,0.3814303105048561,0.2640767290203211,0.0881156054691774,0,0,4,9,99,1,2,2,9,81,0,0,2,9,90,0,1,1,0,58
4854,LOC399959,0.2896856029822994,0.4685160285896257,0.2896856029822994,0.07986096889024985,1,0,4,9,72,0,2,2,3,95,1,0,2,9,43,0,1,1,0,67
4855,LOC401152,0.10773896224903987,0.1583936788145717,0.10773896224903987,0.013919528126442815,0,2,2,1,70,1,0,3,2,30,0,1,1,6,64,0,1,3,5,71
4856,LOC402057,0.09132568764229176,0.14889156139249257,0.09132568764229176,0.011454955748282036,0,2,2,1,43,1,0,3,2,77,0,1,1,6,2,0,1,3,5,10
4857,LOC407835,0.4867597660273855,0.7440266215135695,0.4867597660273855,0.27982263493286963,1,1,1,2,67,0,1,1,1,19,1,2,4,1,58,1,2,2,4,82
4858,LOC440093,0.6072046744569676,0.9066756047148203,0.6072046744569676,0.37538631900326225,1,1,3,3,98,0,1,4,6,3,1,2,0,7,94,1,0,2,6,70
4859,LOC440456,0.06150396569363017,0.09859687482019125,0.06150396569363017,0.004115961411284563,0,2,2,5,25,1,0,3,8,80,0,1,1,3,48,0,1,3,5,13
4860,LOC441108,0.14866171256495983,0.24225483344980203,0.14866171256495983,0.02145731818748653,0,2,0,8,32,1,0,0,5,67,0,1,3,0,54,0,1,3,5,2
4861,LOC492311,0.05096215483872574,0.08203112203112212,0.05096215483872574,0.0032497538212060695,0,2,2,5,57,1,0,3,8,69,0,1,1,3,84,0,1,3,5,13
4862,LOC51057,0.3275755194209304,0.5319359530286298,0.3275755194209304,0.13710780810229706,1,0,4,0,92,0,2,2,3,36,1,0,2,5,4,0,2,4,7,18
4863,LOC54492,0.46592000701383307,0.760034870175297,0.46592000701383307,0.23099169804310626,1,1,1,2,22,0,1,1,1,51,1,2,4,1,34,1,2,4,9,5
4864,LOC550112,0.1353555757844166,0.20940366972477065,0.1353555757844166,0.021041297693834116,0,2,2,1,17,1,0,0,5,99,0,1,1,0,25,0,1,3,5,2
4865,LOC552889,0.1860704238302739,0.2811988707015536,0.1860704238302739,0.041415419140342524,0,2,0,8,68,1,0,0,5,47,0,1,3,8,13,0,1,3,2,52
4866,LOC553158,0.17665314235306884,0.2582608695652173,0.17665314235306884,0.03882420915138762,0,2,0,8,50,1,0,0,5,61,0,1,3,0,81,0,1,3,2,90
4867,LOC57228,0.3070390626289515,0.4844760272238943,0.3070390626289515,0.12578763338366739,1,0,4,0,20,0,2,2,3,23,1,0,2,5,21,0,2,1,7,96
4868,LOC606495,0.4127090198154537,0.5954601373070361,0.4127090198154537,0.21949956651248093,1,1,1,6,18,0,2,1,7,38,1,2,4,2,16,1,2,4,9,94
4869,LOC619207,0.1643712663856876,0.25052425555710883,0.1643712663856876,0.030817306123071764,0,2,0,8,79,1,0,0,5,32,0,1,3,0,26,0,1,3,2,31
4870,LOC642587,0.2574393747481794,0.41299730829074155,0.2574393747481794,0.08240853246165003,0,0,4,9,60,1,2,2,9,44,0,0,2,9,31,0,1,1,0,11
4871,LOC644096,0.35821775256004207,0.5773709362590025,0.35821775256004207,0.15788906481105236,1,0,4,0,48,0,2,1,7,18,1,0,2,2,29,1,2,4,1,66
4872,LOC645851,0.28302151222471766,0.42030560114658216,0.28302151222471766,0.08916745636217571,0,0,4,9,12,1,2,2,9,26,0,0,2,9,80,0,1,1,0,58
4873,LOC652968,0.3189613612246858,0.47678804584360945,0.3189613612246858,0.12862585077159439,1,0,4,0,1,0,2,2,3,45,1,0,2,5,51,0,2,4,7,96
4874,LOC653319,0.13897558748702904,0.20790192039058028,0.13897558748702904,0.022517695452229924,0,2,0,8,17,1,0,3,5,99,0,1,3,0,25,0,1,3,5,23
4875,LOC678655,0.3247093372825402,0.5292668933574018,0.3247093372825402,0.1235555100882989,1,0,4,0,92,0,2,2,3,36,1,0,2,5,4,0,2,1,7,25
4876,LOC728448,0.2476214746887444,0.4009137815589428,0.2476214746887444,0.056394663895319774,0,0,4,9,3,1,2,2,9,85,0,0,2,9,49,0,1,1,2,81
4877,LOC728661,0.1250443922607952,0.194832031173125,0.1250443922607952,0.017715884039684382,0,2,2,1,95,1,0,3,2,49,0,1,1,6,88,0,1,3,5,44
4878,LOC729085,0.708295155001993,1.117288350360339,0.708295155001993,0.4611684878304412,1,1,3,3,42,0,1,4,4,40,1,2,0,4,36,1,0,0,3,37
4879,LOC85389,0.26881952891630906,0.43831687525362834,0.26881952891630906,0.06940044254399935,0,0,4,9,33,0,2,2,9,75,0,0,2,9,90,0,1,1,0,55
4880,LOC85390,0.2935939597945449,0.4786141709218632,0.2935939597945449,0.05226795002711648,1,0,4,9,45,0,2,2,3,45,1,0,2,5,43,0,1,3,2,19
4881,LOC85391,0.08988671890592535,0.12718439125264386,0.08988671890592535,0.005176436617166269,0,2,2,1,43,1,0,3,2,98,0,1,1,6,2,0,1,3,5,13
4882,LOC90379,0.17824265304309178,0.2669472775946371,0.17824265304309178,0.039399316409838736,0,2,0,8,50,1,0,0,5,4,0,1,3,0,81,0,1,3,2,90
4883,LOC90826,0.13973439144610178,0.22449908925318762,0.13973439144610178,0.023589964620676196,0,2,0,8,17,1,0,0,5,9,0,1,3,0,25,0,1,3,5,23
4884,LOC91431,0.10213641943422982,0.16596152761324534,0.10213641943422982,0.011894220117686483,0,2,2,1,24,1,0,3,2,46,0,1,1,6,92,0,1,3,5,10
4885,LOC92249,0.27978718563820554,0.44987038831138226,0.27978718563820554,0.0746248805462727,0,0,4,9,12,0,2,2,9,12,0,0,2,9,12,0,1,1,0,29
4886,LOH12CR1,0.24821586986010136,0.40066131982552416,0.24821586986010136,0.08131498599067744,0,0,4,9,3,1,2,2,9,85,0,0,2,9,49,0,1,1,0,67
4887,LONP1,0.5100364052762234,0.7883880182809788,0.5100364052762234,0.3043700980922118,1,1,1,2,66,0,1,1,1,27,1,2,4,1,86,1,0,2,4,1
4888,LONP2,0.0606535224630744,0.09827756222311954,0.0606535224630744,0.005053162295344582,0,2,2,5,25,1,0,3,8,80,0,1,1,3,48,0,1,3,5,13
4889,LONRF1,0.2698258996957007,0.42840036920313657,0.2698258996957007,0.0983759294651031,0,0,4,9,33,1,2,2,9,96,0,0,2,9,22,0,2,1,7,22
4890,LOR,0.4720255591192305,0.7703194844371315,0.4720255591192305,0.08739646970575254,1,1,1,2,88,0,1,1,1,94,1,2,4,1,34,0,1,1,0,58
4891,LOX,0.43997042535750774,0.6959536889361451,0.43997042535750774,0.11562626740332571,1,1,1,6,4,0,1,1,1,72,1,2,4,1,87,0,2,1,7,56
4892,LOXL1,0.40569816413117993,0.6309106269680755,0.40569816413117993,0.1766378867053242,1,0,1,6,77,0,2,1,7,90,1,0,4,2,74,1,2,4,1,79
4893,LOXL2,0.5294518296842413,0.8424046977017945,0.5294518296842413,0.19935694321302277,1,1,1,2,85,0,1,1,6,76,1,2,4,1,9,1,2,4,9,99
4894,LPAR1,0.11421505666440439,0.17616881413878788,0.11421505666440439,0.01017283320545559,0,2,2,1,94,1,0,3,2,13,0,1,1,6,30,0,1,3,5,65
4895,LPAR2,0.17841936551497542,0.256561403508772,0.17841936551497542,0.037636973442050414,0,2,0,8,50,1,0,0,5,61,0,1,3,0,81,0,1,3,2,90
4896,LPAR3,0.44352167512214796,0.723876442243084,0.44352167512214796,0.1692968566009262,1,1,1,6,4,0,1,1,1,60,1,2,4,1,87,1,2,4,1,26
4897,LPCAT1,0.5176756608112338,0.7753927696759162,0.5176756608112338,0.2531157412655394,1,1,1,2,37,0,1,1,1,94,1,2,4,1,50,1,2,2,4,16
4898,LPCAT2,0.19228740249973916,0.3066539759453145,0.19228740249973916,0.04079359312634612,0,2,0,4,7,1,0,0,0,37,0,1,3,8,70,0,1,3,2,52
4899,LPCAT3,0.10655927398936642,0.16394746629574608,0.10655927398936642,0.01575283169158015,0,2,2,1,70,1,0,3,2,46,0,1,1,6,92,0,1,3,5,71
4900,LPCAT4,0.3357448671314564,0.502973556395035,0.3357448671314564,0.1452454688111149,1,0,4,0,41,0,2,2,3,63,1,0,2,5,19,0,2,4,1,68
4901,LPGAT1,0.03271397492647029,0.05342032847931144,0.03271397492647029,0.0010569698018038087,0,2,2,5,51,1,0,3,8,66,0,1,1,3,96,0,1,3,5,43
4902,LPHN1,0.34072793372893045,0.5564060321373772,0.34072793372893045,0.15331275829769853,1,0,4,0,91,0,2,2,7,31,1,0,2,5,19,0,2,4,1,3
4903,LPHN2,0.1706904804485898,0.2782480677217519,0.1706904804485898,0.02161587679140886,0,2,0,8,27,1,0,0,5,47,0,1,3,0,32,0,1,3,5,2
4904,LPIN1,0.10067915742168758,0.14384114553863098,0.10067915742168758,0.013902933541834916,0,2,2,1,24,1,0,3,2,0,0,1,1,6,40,0,1,3,5,71
4905,LPIN2,0.3697438435036344,0.5725964779487422,0.3697438435036344,0.15091469993667483,1,0,1,6,35,0,2,1,7,18,1,0,4,2,53,0,2,4,1,60
4906,LPL,0.40510851240007034,0.6062936368750207,0.40510851240007034,0.21174982533739417,1,0,1,6,77,0,2,1,7,1,1,0,4,2,74,1,2,4,9,69
4907,LPP,0.1493811770397124,0.2424649024213823,0.1493811770397124,0.0270247377839149,0,2,0,8,32,1,0,0,5,67,0,1,3,0,54,0,1,3,2,91
4908,LRBA,0.12290005309430348,0.18137959027773146,0.12290005309430348,0.019470218742419165,0,2,2,1,0,1,0,3,2,82,0,1,1,6,88,0,1,3,5,2
4909,LRCH1,0.10040778908678037,0.14822634259233988,0.10040778908678037,0.012664827353254915,0,2,2,1,24,1,0,3,2,77,0,1,1,6,40,0,1,3,5,10
4910,LRCH3,0.08471334494449756,0.13252027160656601,0.08471334494449756,0.008325748322622673,0,2,2,1,9,1,0,3,2,98,0,1,1,6,37,0,1,3,5,65
4911,LRCH4,0.28017131353388586,0.45404346019761205,0.28017131353388586,0.09134156298683449,0,0,4,9,12,0,2,2,9,35,0,0,2,9,12,0,1,1,0,32
4912,LRDD,0.18747260619687608,0.30003915353501776,0.18747260619687608,0.04953447151704049,0,2,0,8,68,1,0,0,0,79,0,1,3,8,13,0,1,3,2,19
4913,LRFN3,0.5523119207838456,0.8944906208838624,0.5523119207838456,0.36182367998617715,1,1,1,2,65,0,1,4,6,87,1,2,0,7,28,1,0,2,6,30
4914,LRFN4,0.7006354715050281,1.1252970570477987,0.7006354715050281,0.4986481256360318,1,1,3,3,31,0,1,4,4,88,1,2,0,4,36,1,0,0,3,57
4915,LRG1,0.49595611096181313,0.7888995215311005,0.49595611096181313,0.29992426715700315,1,1,1,2,13,0,1,1,1,27,1,2,4,1,17,1,0,2,4,1
4916,LRIG1,0.42017989611522977,0.6018674924924925,0.42017989611522977,0.17133323872929662,1,1,1,6,47,0,2,1,7,38,1,2,4,2,66,1,2,4,1,26
4917,LRIG2,0.07354428330509903,0.1089876315290797,0.07354428330509903,0.005795953193195258,0,2,2,5,38,1,0,3,8,16,0,1,1,3,44,0,1,3,5,45
4918,LRIG3,0.3122107817026511,0.5094033873626261,0.3122107817026511,0.11938245685821658,1,0,4,0,63,0,2,2,3,6,1,0,2,5,21,0,2,1,7,80
4919,LRP1,0.36328012542815974,0.5280895152056153,0.36328012542815974,0.11239128436299595,1,0,4,0,90,0,2,2,3,36,1,0,4,2,29,0,2,1,7,6
4920,LRP10,0.22645194404839908,0.3325860518981324,0.22645194404839908,0.06192683932183507,0,0,0,4,55,1,2,0,0,62,0,0,3,8,38,0,1,1,0,76
4921,LRP11,0.08936516570065639,0.1447754283068375,0.08936516570065639,0.009728548547112581,0,2,2,1,43,1,0,3,2,77,0,1,1,6,2,0,1,3,5,65
4922,LRP12,0.1497685867385138,0.24006052736667682,0.1497685867385138,0.021644314394532405,0,2,0,8,32,1,0,0,5,67,0,1,3,0,54,0,1,3,5,2
4923,LRP3,0.5012273934641286,0.716781399662597,0.5012273934641286,0.25064049256835474,1,1,1,2,66,0,1,1,1,7,1,2,4,1,17,1,2,2,9,16
4924,LRP4,0.2333358307131999,0.36578135314532045,0.2333358307131999,0.07282655025406704,0,0,0,4,30,1,2,0,0,22,0,0,3,9,76,0,1,1,0,92
4925,LRP5,0.25714829456073013,0.4080484228970216,0.25714829456073013,0.08541516996982568,0,0,4,9,60,1,2,2,9,44,0,0,2,9,31,0,1,1,0,11
4926,LRP5L,0.35073363691745485,0.5408923924207767,0.35073363691745485,0.16151886837509322,1,0,4,0,16,0,2,2,3,64,1,0,2,5,75,1,2,4,1,66
4927,LRP6,0.09948397302739655,0.16238061184854685,0.09948397302739655,0.011677661436108822,0,2,2,1,24,1,0,3,2,46,0,1,1,6,40,0,1,3,5,10
4928,LRP8,0.4125322941448237,0.6343818417798133,0.4125322941448237,0.22579731181361806,1,1,1,6,18,0,2,1,7,90,1,2,4,2,16,1,2,4,9,5
4929,LRPAP1,0.16342599319902293,0.23636333156217182,0.16342599319902293,0.028124919962347672,0,2,0,8,79,1,0,0,5,67,0,1,3,0,26,0,1,3,2,61
4930,LRPPRC,0.19366242668742634,0.3076798275247366,0.19366242668742634,0.05124506904211301,0,2,0,4,7,1,0,0,0,37,0,1,3,8,70,0,1,3,2,19
4931,LRRC1,0.10084029131657883,0.16362088101343336,0.10084029131657883,0.015106128594693957,0,2,2,1,24,1,0,3,2,46,0,1,1,6,40,0,1,3,5,71
4932,LRRC14,0.10494887936867227,0.1713805973499666,0.10494887936867227,0.014132381375019265,0,2,2,1,70,1,0,3,2,13,0,1,1,6,92,0,1,3,5,71
4933,LRRC15,0.3410224021402888,0.5523201944254577,0.3410224021402888,0.04920355031645163,1,0,4,0,91,0,2,2,3,64,1,0,2,5,19,0,1,3,2,89
4934,LRRC16A,0.16561553225002718,0.2681386876106155,0.16561553225002718,0.03440765910571064,0,2,0,8,52,1,0,0,5,4,0,1,3,0,69,0,1,3,2,95
4935,LRRC20,0.17991814436465722,0.2914765056838108,0.17991814436465722,0.04395509539829401,0,2,0,8,50,1,0,0,0,25,0,1,3,0,81,0,1,3,2,28
4936,LRRC28,0.052307481390916725,0.08482299334034346,0.052307481390916725,0.00301701502170304,0,2,2,5,57,1,0,3,8,69,0,1,1,3,84,0,1,3,5,13
4937,LRRC32,0.17409889800746098,0.27648563323572484,0.17409889800746098,0.01708071816293344,0,2,0,8,27,1,0,0,5,47,0,1,3,0,32,0,1,3,5,44
4938,LRRC4,0.9108529412636498,1.4446110451306415,0.9108529412636498,0.6066884314933854,1,1,3,7,56,0,1,4,4,41,1,2,0,4,35,1,0,0,8,35
4939,LRRC40,0.04342253740685918,0.06996825396825393,0.04342253740685918,0.0024882141137732017,0,2,2,5,6,1,0,3,8,86,0,1,1,3,55,0,1,3,5,43
4940,LRRC41,0.043081008183974374,0.06682701387441978,0.043081008183974374,0.0019859198634643027,0,2,2,5,6,1,0,3,8,86,0,1,1,3,55,0,1,3,5,43
4941,LRRC42,0.17487710202201892,0.2763064575496682,0.17487710202201892,0.03472979615525318,0,2,0,8,27,1,0,0,5,47,0,1,3,0,32,0,1,3,2,95
4942,LRRC45,0.3010523718578414,0.4306960591876793,0.3010523718578414,0.12043953913363092,1,0,4,0,64,1,2,2,9,96,1,0,2,5,73,0,2,1,7,80
4943,LRRC47,0.15018093835892246,0.24077771676733395,0.15018093835892246,0.03218657518714918,0,2,0,8,84,1,0,0,5,67,0,1,3,0,54,0,1,3,2,31
4944,LRRC57,0.15193816661353446,0.2415567439096851,0.15193816661353446,0.02873639030156927,0,2,0,8,84,1,0,0,5,67,0,1,3,0,5,0,1,3,2,61
4945,LRRC58,0.05653576038306329,0.09151448024688172,0.05653576038306329,0.0042845871863783636,0,2,2,5,25,1,0,3,8,43,0,1,1,3,84,0,1,3,5,13
4946,LRRC59,0.18314036118003188,0.2817276765920044,0.18314036118003188,0.03392879031194773,0,2,0,8,68,1,0,0,5,47,0,1,3,8,56,0,1,3,2,95
4947,LRRC8A,0.4170093287292193,0.6750310054888302,0.4170093287292193,0.2109837944487275,1,1,1,6,47,0,1,1,1,24,1,2,4,2,16,1,2,4,9,69
4948,LRRC8B,0.23525156385984447,0.36500959929846366,0.23525156385984447,0.060679283625920455,0,0,0,4,30,1,2,0,0,22,0,0,3,9,76,0,1,1,0,34
4949,LRRC8C,0.05573975880509582,0.08485746134632449,0.05573975880509582,0.0028463493146796415,0,2,2,5,57,1,0,3,8,69,0,1,1,3,84,0,1,3,5,43
4950,LRRC8D,0.1346943470026819,0.2082011980267794,0.1346943470026819,0.02181156800516304,0,2,2,1,17,1,0,3,5,99,0,1,1,0,25,0,1,3,5,2
4951,LRRC8E,0.12137173136927747,0.18285909961583324,0.12137173136927747,0.01993430143964825,0,2,2,1,0,1,0,3,2,82,0,1,1,6,14,0,1,3,5,2
4952,LRRCC1,0.3221288696532584,0.4820436428053788,0.3221288696532584,0.10927231633626222,1,0,4,0,1,0,2,2,3,23,1,0,2,5,4,0,2,1,7,86
4953,LRRFIP1,0.13300630956696405,0.21716149511481292,0.13300630956696405,0.019748756857567384,0,2,2,1,49,1,0,0,5,52,0,1,1,0,46,0,1,3,5,2
4954,LRRFIP2,0.1552147475688246,0.25172366357429876,0.1552147475688246,0.034166033435188536,0,2,0,8,11,1,0,0,5,32,0,1,3,0,95,0,1,3,2,95
4955,LRRK1,0.21672028395807788,0.35125635234330893,0.21672028395807788,0.05326103652306635,0,0,0,4,15,1,2,0,0,34,0,0,3,8,0,0,1,1,2,54
4956,LRRK2,0.19058762972226317,0.3097509966668845,0.19058762972226317,0.03376496935429896,0,2,0,4,7,1,0,0,0,37,0,1,3,8,13,0,1,3,2,95
4957,LRSAM1,0.3453186211440803,0.5636952420189536,0.3453186211440803,0.14369018628500896,1,0,4,0,16,0,2,1,7,31,1,0,2,5,67,0,2,4,1,68
4958,LRWD1,0.4038602840312733,0.6457190423339146,0.4038602840312733,0.18648143231543945,1,0,1,6,77,0,1,1,7,33,1,0,4,2,74,1,2,4,1,12
4959,LSG1,0.2275961366343282,0.3670427066355608,0.2275961366343282,0.06571625230909173,0,0,0,4,55,1,2,0,0,22,0,0,3,8,38,0,1,1,0,0
4960,LSM1,0.22715884618593724,0.34806629834254144,0.22715884618593724,0.06758542906983844,0,0,0,4,55,1,2,0,0,58,0,0,3,8,38,0,1,1,0,55
4961,LSM14A,0.1367934015539264,0.208398955584644,0.1367934015539264,0.02460234665051475,0,2,0,1,17,1,0,3,5,99,0,1,1,0,25,0,1,3,5,23
4962,LSM14B,0.25873500502007496,0.4074465586093493,0.25873500502007496,0.08256916862338615,0,0,4,9,46,1,2,2,9,44,0,0,2,9,31,0,1,1,0,11
4963,LSM4,0.11434532187765799,0.16348404442552225,0.11434532187765799,0.01565527494805863,0,2,2,1,94,1,0,3,2,46,0,1,1,6,30,0,1,3,5,71
4964,LSM5,0.11039963081335812,0.17475301947756017,0.11039963081335812,0.01612774739359113,0,2,2,1,40,1,0,3,2,13,0,1,1,6,64,0,1,3,5,71
4965,LSM8,0.21301081155182014,0.3182650731389096,0.21301081155182014,0.05279687008704981,0,0,0,4,74,1,0,0,0,89,0,0,3,8,91,0,1,3,2,54
4966,LSR,0.16650127751312524,0.26777827493279727,0.16650127751312524,0.03953872990962659,0,2,0,8,52,1,0,0,5,4,0,1,3,0,69,0,1,3,2,90
4967,LSS,0.27630500644044653,0.39416663010573416,0.27630500644044653,0.1022018096100551,0,0,4,9,78,1,2,2,9,2,0,0,2,9,12,0,2,1,7,83
4968,LTA4H,0.25283719636536073,0.40695981622131794,0.25283719636536073,0.08422020251039541,0,0,4,9,60,1,2,2,9,44,0,0,2,9,85,0,1,1,0,11
4969,LTB4R,0.43739000689738894,0.7117104121436952,0.437390006897389,0.2393627102696888,1,1,1,6,4,0,1,1,1,7,1,2,4,1,87,1,2,2,9,40
4970,LTB4R2,0.3241937382258137,0.5093694209966109,0.3241937382258137,0.14553327122188076,1,0,4,0,92,0,2,2,3,6,1,0,2,5,4,0,2,4,1,68
4971,LTBP1,0.07935509066496539,0.11847727817587266,0.07935509066496539,0.003319340684408534,0,2,2,5,73,1,0,3,8,48,0,1,1,3,97,0,1,3,5,13
4972,LTBP2,0.4687406148060064,0.6647318409186238,0.4687406148060064,0.20059472392677635,1,1,1,2,22,0,1,1,7,78,1,2,4,1,34,1,2,4,9,99
4973,LTBP3,0.41422140186009354,0.6274529680612393,0.41422140186009354,0.21593972909168202,1,1,1,6,18,0,2,1,7,55,1,2,4,2,16,1,2,4,9,48
4974,LTBP4,0.6177033404210933,1.0086189772215584,0.6177033404210933,0.3532933087258199,1,1,3,3,53,0,1,4,6,21,1,2,0,7,94,1,0,2,6,75
4975,LTBR,0.08979234981151887,0.13170721444604663,0.08979234981151887,0.00972838753239269,0,2,2,1,43,1,0,3,2,98,0,1,1,6,2,0,1,3,5,65
4976,LTF,0.6439500550288286,1.0352225367963845,0.6439500550288286,0.4203194768736982,1,1,3,3,14,0,1,4,6,59,1,2,0,7,59,1,0,0,6,78
4977,LTV1,0.10633913588151174,0.15598652024565424,0.10633913588151174,0.014382885391346356,0,2,2,1,70,1,0,3,2,30,0,1,1,6,92,0,1,3,5,71
4978,LUC7L,0.17755151104238934,0.28157047982511185,0.17755151104238934,0.03907033065504539,0,2,0,8,50,1,0,0,5,47,0,1,3,0,81,0,1,3,2,90
4979,LUM,0.1389628306712353,0.22561975950094504,0.1389628306712353,0.008797666570812157,0,2,0,8,17,1,0,0,5,9,0,1,3,0,25,0,1,3,5,65
4980,LUZP1,0.07492554825608344,0.1191272661143144,0.07492554825608344,0.006916952909782892,0,2,2,5,38,1,0,3,8,48,0,1,1,3,44,0,1,3,5,45
4981,LUZP6,0.10878036555892616,0.17499539816637671,0.10878036555892616,0.01412414578557275,0,2,2,1,40,1,0,3,2,13,0,1,1,6,64,0,1,3,5,71
4982,LY6D,0.34480252140977957,0.5626572165800303,0.34480252140977957,0.10603607183553587,1,0,4,0,16,0,2,1,7,31,1,0,2,5,67,0,2,1,7,46
4983,LY6E,0.15658488405653953,0.2553532426783337,0.15658488405653953,0.032284132164213775,0,2,0,8,11,1,0,0,5,61,0,1,3,0,95,0,1,3,2,31
4984,LY6G5B,0.15536912319929272,0.2526199669056812,0.15536912319929272,0.03139428628888319,0,2,0,8,11,1,0,0,5,61,0,1,3,0,95,0,1,3,2,31
4985,LY6G6C,0.35582386634394053,0.5316077176542293,0.35582386634394053,0.15102618444992222,1,0,4,0,48,0,2,2,3,36,1,0,2,2,75,0,2,4,1,60
4986,LY75,0.2719959165327544,0.4387067715606756,0.2719959165327544,0.06994824832180568,0,0,4,9,33,0,2,2,9,75,0,0,2,9,22,0,1,1,0,55
4987,LYCAT,0.033241206323298786,0.04846618142583975,0.033241206323298786,0.0010440159318876319,0,2,2,5,51,1,0,3,8,8,0,1,1,3,96,0,1,3,5,43
4988,LYN,0.23924679544939637,0.35681375155059364,0.23924679544939637,0.04615833418412951,0,0,0,4,75,1,2,0,0,34,0,0,3,9,7,0,1,3,2,28
4989,LYNX1,0.2771834229567058,0.44018271404976195,0.2771834229567058,0.07107542710417458,0,0,4,9,78,0,2,2,9,75,0,0,2,9,12,0,1,1,0,92
4990,LYPD5,0.33140766024185775,0.5037422805237792,0.33140766024185775,0.07398277224879957,1,0,4,0,92,0,2,2,3,63,1,0,2,5,77,0,1,1,0,29
4991,LYPLA1,0.07229855750554423,0.10941658648739838,0.07229855750554423,0.005210154399608036,0,2,2,5,38,1,0,3,8,16,0,1,1,3,44,0,1,3,5,13
4992,LYPLA2,0.1828635418064517,0.29833608360836084,0.1828635418064517,0.03812127306126445,0,2,0,8,68,1,0,0,0,79,0,1,3,8,56,0,1,3,2,90
4993,LYPLAL1,0.044485115630203485,0.06982020443511992,0.044485115630203485,0.002179489308847482,0,2,2,5,6,1,0,3,8,86,0,1,1,3,24,0,1,3,5,43
4994,LYRM1,0.10966533707439313,0.1686406397901732,0.10966533707439313,0.015714578387208245,0,2,2,1,40,1,0,3,2,46,0,1,1,6,64,0,1,3,5,71
4995,LYRM2,0.11405995355870321,0.18004162917314284,0.11405995355870321,0.011614224342504365,0,2,2,1,94,1,0,3,2,82,0,1,1,6,30,0,1,3,5,10
4996,LYRM5,0.2819838685523321,0.4220124780035195,0.2819838685523321,0.08125151901820793,0,0,4,9,12,1,2,2,9,26,0,0,2,9,12,0,1,1,0,67
4997,LYRM7,0.15212272301680677,0.2152779779231634,0.15212272301680677,0.033120917750509404,0,2,0,8,84,1,0,0,5,52,0,1,3,0,5,0,1,3,2,95
4998,LYSMD3,0.20563999755147183,0.3175406257953555,0.20563999755147183,0.05702490381801484,0,2,0,4,29,1,0,0,0,89,0,1,3,8,27,0,1,1,2,81
4999,LYSMD4,0.17923639082658385,0.2739217208116199,0.17923639082658385,0.045781886343985834,0,2,0,8,50,1,0,0,5,91,0,1,3,0,81,0,1,3,2,28
5000,LYST,0.19417863252921244,0.3071926292133065,0.19417863252921244,0.03635802077035044,0,2,0,4,61,1,0,0,0,37,0,1,3,8,70,0,1,3,2,9
5001,LYZ,0.49786537609278814,0.7682295549365035,0.49786537609278814,0.2527400922399766,1,1,1,2,13,0,1,1,1,51,1,2,4,1,17,1,2,2,4,16
5002,LZTFL1,0.2511065391635333,0.405690427771879,0.2511065391635333,0.07631905999047883,0,0,4,9,3,1,2,2,9,85,0,0,2,9,85,0,1,1,0,29
5003,LZTR1,0.2065428335090012,0.31722071246089373,0.2065428335090012,0.044726148404558685,0,2,0,4,29,1,0,0,0,89,0,1,3,8,27,0,1,3,2,28
5004,LZTS1,0.6039717956686558,0.9323785937331754,0.6039717956686558,0.4002269557722733,1,1,3,3,28,0,1,4,6,65,1,2,0,7,20,1,0,0,6,8
5005,LZTS2,0.29945208857883865,0.4434541059816699,0.29945208857883865,0.09853400928224387,1,0,4,9,64,0,2,2,9,75,1,0,2,5,73,0,2,1,7,22
5006,M6PR,0.05317878201531123,0.08628792971557056,0.05317878201531123,0.003690496668359078,0,2,2,5,57,1,0,3,8,69,0,1,1,3,84,0,1,3,5,13
5007,M6PRBP1,0.2822663625831681,0.4481978261032389,0.2822663625831681,0.0844655308561989,0,0,4,9,12,0,2,2,9,12,0,0,2,9,12,0,1,1,0,11
5008,MACC1,0.22870942382395448,0.35446255119591175,0.22870942382395448,0.05316153515766975,0,0,0,4,55,1,2,0,0,34,0,0,3,8,38,0,1,1,2,54
5009,MACF1,0.14048046493311597,0.21179523652209126,0.14048046493311597,0.018719853191887625,0,2,0,8,87,1,0,0,5,99,0,1,3,0,83,0,1,3,5,44
5010,MAD1L1,0.3444765911829459,0.4913392843881681,0.3444765911829459,0.15563807736085578,1,0,4,0,91,0,2,2,3,23,1,0,2,5,67,1,2,4,1,3
5011,MAD2L1,0.06670903517673124,0.10303314865245561,0.06670903517673124,0.006360233165892404,0,2,2,5,81,1,0,3,8,80,0,1,1,3,15,0,1,3,5,45
5012,MAD2L1BP,0.14171812134936831,0.23140506656293,0.14171812134936831,0.024129196361854732,0,2,0,8,87,1,0,0,5,9,0,1,3,0,83,0,1,3,5,23
5013,MADD,0.14244562333186214,0.2302065623236768,0.14244562333186214,0.019712068385133286,0,2,0,8,87,1,0,0,5,9,0,1,3,0,83,0,1,3,5,2
5014,MAEA,0.10650522841246401,0.17355790462988718,0.10650522841246401,0.012487086567714578,0,2,2,1,70,1,0,3,2,13,0,1,1,6,92,0,1,3,5,10
