EXO1	47	47.3333	107	97	134	119.333
EXOC1	440.667	712.667	891.667	145.333	623.667	912.667
EXOC2	458	423	870	301	255	956
EXOC3	568	589	1176	348	1140	701
EXOC4	699	808	1538.5	379.5	1075	1226
EXOC5	379	518	997	358	688	1346
EXOC6	79	163	415.5	49	271.5	112
EXOC6B	590	923	806	449	1230	1255
EXOC7	1097	1011	2808	1211.5	1602.5	2511
EXOC8	324	353	851	394	483	730
EXOSC1	40	83	130	52	117	133
EXOSC10	374	634.5	708.5	334.5	853.5	851
EXOSC2	189	204	526	131	583	472
EXOSC3	71.5	110	184	37	200	157
EXOSC5	111	116	300	118	168	110
EXOSC6	153	93	342	389	374	270
EXOSC7	139	226	343	111	350	173
EXOSC9	131	205	295	149	147	169
EXPH5	939	1198	893	124	370	904
EXT1	471	567	920	805	980	2121
EXT2	484.5	575.5	1819.5	279	573	2073.5
EXTL2	30	49	153	49	24	183
EXTL3	493	398	1676	721	973	1614
EYA2	205.8	141.4	124.6	0	7	51
EYA3	292	367	844	247	391	898
EYA4	64	69	237.333	2	10	40
EZH1	526	589	1651	384	628	657
EZH2	243.5	327.5	424	288	408.5	131.5
EZR	3051.5	2828.5	3319	2549.5	3874.5	4439
F11R	1496	1886	1897	3433	3417	6003
F13A1	634	795	7791	116	234	743
F2R	178	351	1065	370	305	773
F2RL1	223	68	308	557	330	603
F2RL2	37	51	451	55	80	442
F3	584	498	233	230	219	760
F8	173	104	664	20	51	97
FAAH	141	248	217	145	188	172
FAAH2	85	138	124	86	156	72
FABP4	62	62	360	0	37	1950
FADS1	84	90	814	485	532	627
FADS2	40	97	606	727	105	374
FADS3	105	133	1233	450	283	392
FAF1	383	415	818	284	478	591
FAF2	372	396	996	553	596	765
FAH	51	84	137	47	97	160
FAHD1	104	121.5	354	110.5	277	403
FAM100A	153	134	365	134	165	203
FAM100B	292	205	613	426	307	505
FAM102A	1328	1090	1727.5	753.5	3153	1401.5
FAM102B	142	176	516	43	196	455
FAM104A	340.5	288	696.5	296	204	759.5
FAM105B	842	801	1699	708	1599	1711
FAM107A	194.5	87	319	6	45	18
FAM107B	132	358	809	88	319	505
FAM108B1	144	218	276	54.5	103	302.5
FAM108C1	374	280	547	373	641	498
FAM109A	131	99	350	108	102	171
FAM109B	91	99	646	70	266	293
FAM110A	143	150.667	262.667	266.667	644.667	168.667
FAM110C	355	276	198	228	312	208
FAM111A	218	260	495	152	377	563.5
FAM111B	130	161	95	160	105	165
FAM113A	142	150	801	174	527	202
FAM114A1	248	297	720	36	318	816
FAM114A2	144	190	423	102	120	198
FAM115A	69	63	171	71	78	91
FAM116A	332	481	814	141	436	572
FAM117B	501	752	581	369	401	386
FAM118A	208.5	624.5	642	154.5	812.5	395.5
FAM119B	60.5	56	252.5	54.5	127	228.5
FAM120A	1495	1195	3750	1027	2736	3211
FAM120AOS	78	123	263	30	190	172
FAM120B	311	373	849	130	539	738
FAM120C	275	285	566	51	403	890
FAM122A	167	175	449	142	229	385
FAM123B	476	280	630	174	693	605
FAM125A	116	106	201	129	118	224
FAM125B	161	158	504	85	101	115
FAM126A	621	662	1725	448	514	1439
FAM126B	318	576	537	299	236	610
FAM127A	246	282	812	69	340	457
FAM127B	98	117	193	88	425	252
FAM127C	82	132	201	18	159	167
FAM129A	992	1004	1985	197	1181	1569
FAM129B	11978	9269.5	15543.5	4518.5	7727	6979.5
FAM130A1	383	239	1298	184	540	797
FAM131A	161	136	342	231	449	249
FAM134A	744	559	1985	785	1196	2078
FAM134B	142.5	265.5	1533	12	65.5	179.5
FAM134C	599	755	1725	626	707	2096
FAM135A	1197.5	1249.5	1361	765.5	1695	631.5
FAM136A	157	198	375	230	431	368
FAM13A1	349.5	227.5	1748.5	76	34	399
FAM13A1OS	71	94	174	82	48	167
FAM13B1	347.333	809	1051.67	254	430.667	538.333
FAM13C1	173	211	339	1	29	56
FAM149B1	88	116	288	40	77	160
FAM152A	322	348	971	385	475	1130
FAM152B	80	74	192	106	141	171
FAM160A1	652	522	661	472	749	1079
FAM160A2	330	410	1155	215	355	638.5
FAM160B1	219.5	392.5	798.5	129.5	305.5	623
FAM160B2	682	731	1924	504	1469	1026
FAM162A	200	255	169	161	178	166
FAM167A	39	50	175	59	171	121
FAM168B	1032	1025	2606	1121	2028	2495
FAM171A1	188	175	477	30	105	74
FAM172A	355	416	639	176	313	246
FAM173B	53	75	137	66	127	127
FAM174B	64	84	329	9	17	66
FAM175B	184	260	362	130	342	423
FAM177A1	225	293	472.5	275	575	883.5
FAM178A	462	713.5	1363.5	203	589	1031.5
FAM179B	314	478	993	269	523	765
FAM20A	114	119	1378	39	83	163
FAM20B	650	469	1583	686	823	1280
FAM32A	267	247	592	173	366	675
FAM33A	134.5	263.5	234.5	194	199.5	406.5
FAM36A	97	114	208	23	100	120
FAM3A	165	186	450	252	403	373
FAM3D	343	152	278	22	11	0
FAM40A	501	419	1162	394	463	915
FAM40B	153	120	953.5	120.5	112.5	498.5
FAM43A	496	326	1296	462	250	509
FAM44A	1154	1451	2855	669	1478	2627
FAM44B	263	306	981	189	486	333
FAM46A	195	248	796	78	236	521
FAM46B	848	887	954	87	445	419
FAM46C	339	155	1019	223	56	186
FAM48A	253.5	433.5	682	191.5	374	695.5
FAM49B	300	391	740	652	630	1547
FAM50A	135	238	676	178	196	383
FAM53B	1074	773	2388	1080	1520	2438
FAM53C	481	526	1500	377	662	813
FAM54B	173.25	256.75	493.5	139.25	188	343.25
FAM55C	248	220.5	957	177	151.5	624.5
FAM57A	148	140	375	218	739	425
FAM59A	195	123	350	345	322	399
FAM60A	66.6667	71	76.6667	60.3333	95.6667	110.333
FAM62A	900	947	3326	772	2223	2589
FAM62B	1101	1319	3220	1338	1706	1451
FAM62C	47	90	117	97	117	24
FAM63A	468	328.5	637	76.5	139.5	186
FAM63B	289.5	243	544	123	236	857.5
FAM64A	26	23	53	135	240	76
FAM65A	427	376	1339	501	433	590
FAM65B	67	110	1033	42	36	170
FAM65C	169	210	2919	157	185	372
FAM69A	58	78	191	46	143	289
FAM73A	204	315	660	299	148	719
FAM73B	328	334	653	206	537	424
FAM76B	88	253	335	53	142	334
FAM78A	90	75	499	27	35	133
FAM82A2	244	291	761	578	450	579
FAM82B	213	326	620	156	351	630
FAM83A	298.5	185	346	445	626	2885
FAM83B	861	976	785	656	1493	3140
FAM83C	704	323	495	513	933	425
FAM83D	322	374	332	322	399	190
FAM83G	778	657	790	549	1583	1517
FAM83H	1745	1259	1635	2871	4073	7052
FAM84A	510	510	494	489	651	738
FAM84B	501	694	686	557	1480	1364
FAM89A	78	55	183	112	216	365
FAM89B	198.333	177.333	753	256.667	271.333	460
FAM8A1	230	329	751	193	171	811
FAM91A1	221	311	485	355	620	1256
FAM96A	79.5	198.5	225.5	75.5	124.5	271
FAM96B	127	167	355	263	410	207
FAM98A	500	446	1213	301	793	1039
FAM98B	76	183	151.5	150	246	209
FAM98C	64	49	105	51	76	50
FANCA	100.5	144	262	370.5	417.5	260
FANCB	18	58.5	36.5	126	136	66.5
FANCC	86	126	344	83	337	153
FANCD2	170.5	171	334.5	152.5	345	264
FANCE	70	112	167	382	548	383
FANCF	81	137	157	43	164	316
FANCG	162	154	391	271	361	604
FANCI	198.5	260	459.5	397.5	597.5	483
FANCL	66.5	113	147	78	156	114.5
FANCM	146	341	405	148	324	316
FAR1	1188	1620	1759	360	972	2087
FARP2	181	213	368	209	337	297
FARS2	171	130	381	109	143	393
FARSA	213	149	321	257	287	302
FARSB	253	332	713	254	546	735
FASN	3263	2142	4261	6956	1663	3359
FASTK	259.5	241.5	583	221.5	462	293.5
FASTKD1	173	251	437	242	164	280
FASTKD2	364.667	494	989.667	259.667	713	795.667
FASTKD3	45	46	104	60	72	122
FASTKD5	207	237	448	206	482	251
FAT1	2166	2040	5768	4905	7325	27115
FAT2	7401	8865	6010	6856	10383	15726
FAT4	962	623	3425	54	103	434
FAU	245	510	608	817	361	347
FBF1	166	223	440	119	331	248
FBLIM1	235	175.333	954.333	379.333	329.333	1631
FBLN1	414.75	594.5	5140.25	226.5	540.75	468.25
FBLN2	885	549	5767	508	513	1790
FBLN5	121	134	631	32	29	122
FBN1	2077	1779	27992	655	1025	4864
FBN2	68	185	365	49	150	406
FBRS	494	417	1056	683	855	712
FBXL10	324.5	372	795.5	346.5	560.5	432
FBXL11	2012	1571	4664	2641	1805	3674
FBXL12	67	78	195	59	92	129
FBXL16	64	54	75	72	238	60
FBXL17	207	280	462	143	123	207
FBXL18	359	208	874	452	828	906
FBXL19	547	336	818	583	788	703
FBXL20	94	170	347	136	338	395
FBXL3	493	847	1218	425	585	878
FBXL4	176	268	524	80	478	665
FBXL5	845	1271	1726	171	684	1658.5
FBXL7	107	122	650	56	51	98
FBXL8	73	93	229	306	372	220
FBXO10	307	203	1345	51	78	704
FBXO11	342	470	782.333	279.333	504.667	722.333
FBXO17	42.5	54	125	62.5	92	82
FBXO18	606.5	579	1511	484	949	1123
FBXO2	60	35	41	476	66	217
FBXO21	460	428.5	882.5	483.5	778.5	954.5
FBXO22	116.5	170.5	346	73	299.5	326
FBXO27	143	71	149	92	319	329
FBXO28	454	517.5	915	469	688	1120
FBXO3	178.5	372	381	59.5	126.5	387
FBXO30	431	454	1611	213	415	834
FBXO32	149.5	319.5	1077	48.5	151	609
FBXO33	120	145	340	224	165	383
FBXO34	641	900	1044.5	288	540.5	792
FBXO38	414.5	569.5	994.5	224	328.5	635.5
FBXO4	51	77	106	28	83	127
FBXO41	200	91	369	619	735	635
FBXO42	300	292	641	250	314	638
FBXO44	127.75	136	262.25	337.75	121.75	240
FBXO45	383	341	646	1846	1003	1266
FBXO46	218	183	408	235	337	282
FBXO48	58	65	97	29	44	83
FBXO6	60	37	94	28	71	168
FBXO7	284	301	615	293.5	599	783.5
FBXO8	107	150	220	112	158	318
FBXO9	526.333	706	989.333	306.333	461.333	607
FBXW11	460.667	457.667	1028.67	360.667	295	470.333
FBXW2	1015	880	2302	402	2253	2450
FBXW5	628	465	2866	414	947	1101
FBXW7	408.667	639.333	669.333	103.333	282.667	583.333
FBXW8	158	267	539.5	133	370.5	436.5
FBXW9	59	50	92	80	68	155
FCER1G	51	31	269	20	194	127
FCF1	105	199	317	180	392	384
FCGBP	307	303	208	384	664	1309
FCGRT	396	439	1745	178	285	412
FCHO2	590	989	1208	201	362	597
FCHSD1	289	262	661	186	221	257
FCHSD2	307	291	1353	89	339	682
FDFT1	502	589	967	825	688	582
FDPS	277.333	243	707.667	461.667	411.333	348
FDXR	253	175	220	405	551	199
FECH	143	181	399	276	148	144
FEM1A	673	408	1740	375	509	594
FEM1B	631	603	1248	254	1159	1890
FEM1C	541	702	986	411	702	915
FEN1	101	79	187	275	180	241
FER	202	429	547	150	251	356
FER1L3	1822	2212	4063.5	1419	4642	4375.5
FERMT1	465	762	1284	685	2267	2081
FERMT2	270.333	146.667	1046.67	43	126	219.667
FERMT3	141.5	96	547	169	176	167
FES	123	112	988	40	108	129
FEZ2	161	251	439	91	375	332.5
FGD1	219	188	391	181	273	395
FGD2	86	102	555	76	138	105
FGD3	202	228.5	1177.5	107	186	416
FGD4	472	441	1345	435	359	752
FGD5	293	275	1768	131	222	320
FGD6	698	1237	1076	578	2030	3372
FGF11	175	205	346	108	465	978
FGF2	103	101	534	16	30	85
FGFR1	458.4	346	1836.8	339.6	310.2	417.4
FGFR1OP	113	148	215	84.5	113	168
FGFR1OP2	119	185	268	201	223	235
FGFR2	627.5	768	312.5	477	865	455.5
FGFR3	1805.5	1564	1721.5	1775	1513	3720
FGFRL1	93.3333	36	227	50	206	147.667
FGGY	62	136	235	25	130	124
FGL2	432	521	1018	31	76	294
FH	275	361	526	477	411	354
FHDC1	532	314	536	1534	397	3056
FHL1	4230	4381	17928	61	206	1673
FHL2	643.25	495.75	1043	418.5	686.75	1310
FHL3	180	232	663	87	155	210
FHOD1	301	305	1572	809	526	1396
FHOD3	125	169	581	100	322	405
FIBIN	109	54	576	2	8	115
FIBP	122.5	187	349	253	351.5	264.5
FIG4	113	286	270	61	183	178
FIGNL1	180	264	213.5	48	295	160
FILIP1	173	230	1242	10	25	113
FILIP1L	360.333	383.667	871	45.6667	111.333	434.667
FIP1L1	284	287	452.667	332	399.667	479.667
FIZ1	45	41	110	104	73	93
FJX1	75	115	211	59	227	337
FKBP10	136	135	3331	198	1112	2071
FKBP14	93	184	232	135	159	248
FKBP15	401	407	1016	150	576	838
FKBP1A	270	273	997	554	681	452
FKBP3	170	222	390	252	211	246
FKBP4	869	486	1171	1479	1431	1992
FKBP5	563	466	2760	385	542	1138
FKBP8	922	662	2114	851	935	1069
FKBP9	91	102	309	208	369	324
FKRP	78	92	352.5	120.5	105	209.5
FKTN	334	424.5	731.5	312.5	928.5	724
FLAD1	208	233.5	480	284.5	622	655.5
FLCN	144.5	243.5	676.5	253.5	604	415
FLG	343	3180	713	91	134	0
FLI1	213	164	865	44	69	154
FLII	1321	1062	4270	629	1783	2952
FLJ10213	49	97	188	15	73	76
FLJ10357	157	233	1788	163	428	909
FLJ10404	652	887.5	1721.5	529.5	822	658.5
FLJ11151	246.5	320	625	60.5	316.5	252
FLJ11506	298	332	856	203	790	909
FLJ12529	856.5	920	1843.5	967	939	1342
FLJ16165	48	33	201	218	101	71
FLJ20160	650	701	931	590	1105	992
FLJ20323	406	735	885	265	373	639
FLJ20433	84	75	182	13	101	80
FLJ20628	112	123	224	94	296	178
FLJ20674	232	487	530	168	439	231
FLJ21438	83	47	455	60	105	114
FLJ21511	225	335	298	34	77	609
FLJ21865	367	315	1389	575	377	533
FLJ22222	25	57	109	76	51	65
FLJ22374	112	100	170	88	179	161
FLJ22662	340	733	501	140	431	324
FLJ25006	56	51	139	73	86	118
FLJ25778	985	1171	2452	848	1587	2377
FLJ33630	97	187	201	86	190	119
FLJ36031	189	73	890	57	157	522
FLJ37078	51	29	89	255	54	186
FLJ37453	49	64	118	5	57	67
FLJ37464	122	182	288	74	115	276
FLJ41562	405	903	247	11	138	3
FLJ41603	480	486	741	236	461	901
FLJ41766	49	56	81	29	223	76
FLJ42393	107	34	147	29	87	80
FLJ43663	270.5	149	595.5	231.5	255	360.5
FLJ45032	113.5	103	369.5	63.5	169.5	231
FLJ45340	316	161	782	170	206	609
FLJ45803	78	65	197	31	32	49
FLNA	8806	7829	27856	12687	15927	31550
FLNB	3128	1966	6260	3405	4304	9116
FLNC	5274.5	3185	36851	117	146	3698.5
FLOT1	668	682	2928	400	1245	1028
FLOT2	662	662	1870	408	903	1489
FLRT2	362	317	1695	126	955	2309
FLRT3	103	198.5	129.5	8	76	971
FLT1	164	113	691	114	63	287
FLT4	117.5	106.5	1257	55.5	52	181.5
FLVCR1	77	79	179	110	75	126
FLVCR2	230	314	711	254	245	231
FLYWCH1	326.5	538.5	959.5	613.5	926.5	789.5
FMN1	85	221	343	19	50	266
FMNL1	175	176	1489	148	189	325
FMNL2	636	542	1346	927	1704	1807
FMNL3	507	635	4411.5	335	1146.5	1856
FMO2	887	2007	1175	4	157	75
FMOD	233	225	2574	98	291	622
FMR1	358	682	933	297	614	887
FN1	1735.14	2231.71	38892.3	3903.14	15165	25796.9
FN3KRP	161	162	373	188	234	321
FNBP1	539	516	1669	190	354	606
FNBP1L	280.5	466.5	633.5	119	312	1034.5
FNBP4	1062	1575	2078	604	897	1612
FNDC1	67	192	1996	29	134	315
FNDC3A	667	759.5	1630	392	512.5	1122.5
FNDC3B	519.5	509	3013.5	549	1015.5	2549
FNDC4	56	125	145	3	35	39
FNIP1	411	607.5	1460	443.5	625	1059.5
FNIP2	491	506	2556	384	1169	1121
FNTA	108	233.667	362.333	118.333	186.333	455.333
FNTB	235	227	490	122	313	290
FOS	9125	8262	3440	2088	7038	2683
FOSB	3429.5	6480	635	612.5	3858	304
FOSL1	296	124	135	318	428	436
FOSL2	4417	3291	7892	3036	4352	5487
FOXC1	47	30	233	90	142	518
FOXD1	16	17	79	75	54	95
FOXE1	188	151	90	432	1755	275
FOXF1	74	54	224	21	48	32
FOXJ2	327	347	929	588	533	1119
FOXJ3	522	515	1163	505	689	1259
FOXK1	1642	1299	4558	1917	4545	4378
FOXK2	819	424	1499	1056	798	1511
FOXM1	186.333	165.667	387	500.667	814.333	1043.67
FOXN1	186	169	166	158	292	374
FOXN2	356	538	892	395	1307	714
FOXN3	997.5	1107.5	2492.5	386.5	1180	1405.5
FOXO1	550	517	1710	328	404	1402
FOXO3	161.5	142.5	495.5	49	256	367
FOXO4	253	221	496	75	137	278
FOXP1	572	634	1797	105	374	654
FOXP2	77	347	187.333	49	312	129.667
FOXP4	229	154	530	457.667	498.667	399
FOXQ1	47	21	5	114	53	125
FOXRED1	164	161	461	99	216	478
FOXRED2	130	111	261	120	269.5	232.5
FPGS	218	193.5	1008.5	161.5	634.5	601.5
FPGT	124	298	372	83	99	417
FPR3	101	95	640	77	216	161
FRAP1	915	893	3103	767	1638	2384
FRAS1	869	857	691	17	1266	622
FRAT2	132	173	483	291	367	315
FREM2	211	312	1224	0	1136	150
FREQ	333.5	277	977.5	359.5	1790	1305.5
FRG1	56	91	105	39	77	86
FRK	117	92	80	140	129	326
FRMD4A	183	272	1033	75	239	376
FRMD4B	516	649	879	102	463	743
FRMD6	1098.5	1346	1875	1393	1420.5	4385.5
FRMD8	468	449	1447	1524	499	1415
FRRS1	231	323	239	145	262	456
FRS2	437.5	521	856	658.5	634	1254.5
FRY	358	324	1908	85	556	214
FRYL	1204	1614	3046	380	1490	3467
FRZB	79	277	130	7	15	30
FSCN1	558	341	1355	1502	2715	2855
FSD1L	92	131	383	49	143	198
FST	35	49.5	128	256.5	379.5	56.5
FSTL1	2097	1830	19213	667	894	3459
FSTL3	55	52	273	80	56	282
FTO	346	318	928	499	271	910
FTSJ1	92.3333	133.333	235.667	216.333	291	307.333
FTSJ2	155	140	289	167	396	324
FTSJ3	336	316	1020	284	416	756
FTSJD1	403	512	715	301	547	815.5
FTSJD2	507	450	1134	420	755	1073
FUBP1	730	938	1322	533	924	1610
FUBP3	462	729	1136	547	1454	1391
FUCA1	47	90	213	72	52	123
FUCA2	67	138	424	105	122	199
FUK	254	233	554	325	384	281
FUNDC2	107	84	318	36	69	148
FURIN	921	494	5278	2038	2589	5157
FUS	1010	1373	3435	1338	1128	2000
FUSIP1	165.5	244	450	184.5	291.5	392
FUT1	64	47	100	106	166	245
FUT10	123	152	266	74	108	193
FUT11	48	85	332	67	76	131
FUT2	144.5	203	188	63	214	252
FUT3	216.25	135	221.25	53.75	48.25	38.75
FUT4	67	66	389	52	103	185
FUT6	288.5	211	211.5	6	44.5	6
FUT8	53.6667	103	347.333	42.3333	82	177
FUZ	51	40	123	20	64	43
FXC1	336	375	1181	212	466	925
FXR1	626	767.667	2041.33	700.333	807.333	1343.67
FXYD3	323.5	383.5	326.25	369	409	825.625
FXYD5	151	80	374	142.5	265.5	290
FXYD6	103	56	370	13	54	61
FYB	201.5	291	808	54	155	795.5
FYCO1	1932	1136	4729	443	1078	1202
FYN	149	197	1368	73	145.5	223.5
FYTTD1	846.5	853.5	3121	1251.5	1157	2632
FZD1	185	168	1390	151	523	763
FZD10	99	92	105	218	324	154
FZD3	81	67	138	88	70	169
FZD4	596	466	3285	68	110	462
FZD5	355	318	512	358	559	594
FZD6	546	605	757	1116	1047	9339
FZD7	196	274	812	1176	795	552
FZD8	60	62	280	26	124	95
FZR1	284.333	314.667	680	381.667	663	458.333
G0S2	382	35	1269	148	187	216
G3BP1	1099.5	1220.5	2449	1199	1755.5	1881
G3BP2	1090.33	1162	1955.33	1030.33	1690.67	2333
G6PC3	57	111	416	43	143	179
G6PD	304	269	423.5	919.5	1107.5	691.5
GAA	322.333	266.667	1015.67	633.667	453	583.667
GAB1	926	939.5	1242	509.5	452.5	1195.5
GAB2	500	380.5	1803	81	503	496.5
GAB3	84	88	432	22	87.5	153
GABARAPL1	333	133	1298	67	333	523
GABBR1	393	373	1428.25	473.75	555.5	779.5
GABPA	82	172	280	72	135	227
GABPB1	68	58.6	150	108	84.6	186.4
GABPB2	115	189	261	32	158	152
GABRE	437.75	622.5	765.5	1378.25	1095.25	2431
GADD45A	179	199	711	42	279	202
GADD45B	469	545	960	323	316	303
GADD45GIP1	101	107	320	230	145	221
GAK	956	791	2048	571	1009	1386
GAL3ST4	59	74	148	13	258	157
GALC	97	127	500	31	61	198
GALE	229.667	211.667	405.667	172	334.333	391.667
GALK1	85	73	270	120	483	147
GALK2	152.5	178.5	516	192	408.5	528.5
GALNAC4S-6ST	200	196	1218	498	685	1091
GALNS	84	88	331	299	221	234
GALNT1	808	1344	2292	1581	844	1526
GALNT10	282.5	197	1153	221.5	413.5	471.5
GALNT11	264	310	656	357	501	273
GALNT12	152	108	145	29	111	12
GALNT14	106	69	104	234	335	167
GALNT2	624	507	2932	972	881	1908
GALNT3	380	456	490	434	645	1188
GALNT4	102	86	262	96	248	475
GALNT5	110	131	192	5	50	69
GALNT6	21	59	389	81	1341	2011
GALNT7	277	353	660	595	698	869
GALNTL2	143	67	2004	17	33	214
GALNTL4	136	126	466	306	557	509
GALT	84	203	154	44	167	134
GAN	689	848	771	1445	1431	971
GANAB	1186.5	1121	3660.5	1951	1365.5	3033
GANC	459.5	581	1544.5	91.5	319	541
GAPDH	1421	999	2800	827	1234	1848
GAPVD1	1010	1388	2362	463	1682	2108
GAR1	64.5	78	105.5	79	102	108
GARNL1	63	99	147	22	61	111
GARNL4	464	247	806	1254	1258.5	283
GARS	551	428	1006	518	1197	1210
GART	573.75	534	1034.25	577.25	663.25	1312.5
GAS1	146	273	1172	125	183	494
GAS2L1	310	329.667	1000	408.333	855	849.333
GAS6	391	576	1116	440	523	356
GAS7	833.75	685.75	2518.25	182.5	264.25	608
GAS8	158.5	233.5	302	329.5	266.5	183
GATA2	55	88	180	39	37	133
GATAD1	213	206	528	177	494	599
GATAD2A	949	644	1587	732	1065	1038
GATAD2B	900	602	1752	866	1074	1808
GATM	262	585	492	191	1057	89
GATS	172	147	578	124	164	156
GBA	99	103.2	323.8	60.4	159.8	200.8
GBA2	426	454	1451	268	615	10293
GBE1	538	737	2304	38	626	395
GBF1	1325	1232	3386	744	2006	3269
GBL	171	139	388	234	596	346
GBP1	262	254	251	38	242	447
GBP2	364	522	980	54	186	443
GBP3	69	189	240	7	84	521
GBP4	122	86	181	6	80	292
GBP5	53	110	308	63	220	483
GBP6	9491	14782	6813	1120	5212	2314
GCA	70	145	419	39	116	164
GCC1	202	213	556	205	436	940
GCC2	311	379.5	695	210	290.5	562.5
GCDH	91	180	300.5	153.5	139.5	121.5
GCH1	88.75	106	297.75	90.75	137.25	111
GCLC	309	611	413	1554	2396	696
GCLM	159	608	505	548	319	671
GCN1L1	2982	2212	7855	2810	4285	5765
GCNT2	61	78	80	14	142	14.5
GCNT4	60	73	125	70	34	82
GCOM1	276	722.75	498.25	31	62.5	84.25
GCS1	509	348	1346	702	1031	1215
GDAP1	110	136.5	270	80	53	312.5
GDAP2	289.5	314.5	686.5	333.5	297.5	846
GDE1	253	256	544	160	273	471
GDI1	694	558	1710	1143	1289	1628
GDI2	903.5	1122	2164	634	1343.5	2101
GDPD3	164	112	198	98	62	58
GDPD5	51	52	435	23	50	99
GEM	128.5	317.5	295	25.5	198.5	217
GEMIN4	425	354	696	400	1183	792
GEMIN5	335	340	723	382	483	326
GEMIN7	22	32.5	88	75.5	55	84.5
GEN1	269	559.5	608	241	932.5	580
GFER	96	74	308	305	196	206
GFM1	363	388	904	401	915	1047
GFM2	165.333	270.333	345.667	198.667	233	215
GFOD1	286	125	582	239	411	614
GFPT1	723	619	1703	688	1397	3295
GFPT2	89	20	1514	164	184	193
GGA1	324.333	340.333	826.667	314.333	723	517.667
GGA2	804	990	2290	591	859	1280
GGA3	331.5	442	880.5	247	618.5	489.5
GGCT	132	137	274	216	286	275
GGH	112	123	178	288	279	943
GGNBP2	393	689	935	233	1783	1031
GGPS1	92	110.667	271	59	143.667	355.667
GGT5	112	72	847.667	47.3333	110.333	200
GGT6	339	231	341	172	889	81
GGT7	122	88	403	175	296	96
GGTA1	57	84	119	0	47	25
GHDC	141	161	507	186	150	240
GHITM	846	1012	2034	782	1183	1842
GHR	100	108	138	5	25	91
GHRLOS	42	67	262	89.75	28.75	64.5
GIGYF1	1163	1568	3163	1947	2409	2163
GIGYF2	1255.75	1365.5	2523.5	878.25	1288.5	1819.5
GIMAP1	58	67	294	2	3	29
GIMAP4	166	128	375	6	42	73
GIMAP5	241	126	600	35	44	94
GIMAP6	254.5	142.5	1025.5	44	71.5	165
GIMAP7	63	87	289	3	2	27
GIMAP8	139	66	667	31	56	80
GINS1	76	120	145	181	332	115
GINS2	26	25	50	174	87	73
GINS3	41.3333	64.6667	129	101.333	193.667	110
GIPC1	1043.67	1026.83	1533.33	1036.83	828.833	1504.33
GIPC2	73	80	107	3	24	15
GIT1	912	511	1675	1386	1005	1240
GIT2	408	459.333	1165.83	184	427.667	739.5
GJA1	774	1222	1802	1646	1431	14233
GJB2	6565	6326	9796	8525	3847	15902
GJB3	379.5	298.5	435.5	740.5	707	1129.5
GJB5	178	175	313	188	313	723
GJB6	990.25	1559.75	2313	1829	606.5	9740.5
GJC1	111	98.5	732.5	81.5	87	255.5
GK5	413	683	1137	495	697	1150
GKLP	313	248	1152	749	366	778
GLA	58	129	175	86	177	95
GLB1	114.667	85	388.333	59	170	208.333
GLCCI1	78	151	192	49	84	198
GLCE	385	802	635	143	381	637
GLDN	71	61	295	41	5	77
GLE1	334	389.5	754.5	163	578.5	833
GLG1	672	1038	2684	926	1955	2008
GLI2	109	124	274	339	437	386
GLI3	429	376	1008	186	587	1215
GLI4	41	41	101	82	66	247
GLIPR1	105	125	441	45	102	1056
GLIPR2	141	163	848	67	231	280
GLIS2	93	94	331	194	82	125
GLIS3	113.5	46.5	1127	102	74.5	194
GLMN	86	215	141	86	159	178
GLO1	657	671	1305	774	834	2670
GLOD4	218	269	397	308	672	597
GLRX5	174	281	439	372	323	396
GLS	487	556	1517	916	772	1356
GLT25D1	595	571	3356	966	1272	2257
GLT8D1	136.667	179	492.333	56.6667	116.667	341
GLT8D3	260.5	265.5	540.5	95	263	360
GLT8D4	53	92	800	16	69	142
GLTP	719	807	1008	811	1200	1057
GLTPD1	310	222	561	465	448	717
GLTSCR1	228	164	469	225	266	345
GLUD2	115	171	334	130	233	238
GLUL	2469	2419	6074	1068.33	1268	1805.33
GLYCTK	80	70	319	15	120	95
GM2A	1420	1521	1932	4403	2691	2179
GMDS	100	125	203	113	64	92
GMEB1	69	85	188	72	153	169.5
GMEB2	212	206	468	192	640	535
GMFB	300	584	889	397	935	1221
GMIP	228	168	1035	297	288	432
GMNN	72	139	125	221	120	203
GMPPA	155	173	752	260	332	435
GMPPB	152	157	444.5	182	162.5	168
GMPR2	249	278.5	655	128.5	478.5	636.75
GMPS	396	354	446	583	845	674
GNA11	81	112	253	141	104	175
GNA12	325	222	1783	757	1143	1840
GNA15	948	476	1244	1091	1378	1194
GNAI1	174	269	370	180	482	1745
GNAI2	1313	1094	6361	1335	2081	2610
GNAI3	782	948	1729	876	758	2439
GNAO1	60	50	269	66	109	151
GNAQ	93	66	245	2	71	173
GNAS	1674.62	1749	4662.88	815.25	2146	2848.12
GNB1	1175	1040	4160	1610	3197	5380
GNB1L	69	35	123	143	54	131
GNB2	641	523	1679	1465	1392	1522
GNB2L1	1857	2085	3473	1391	2480	1399
GNB4	715	1022	2484	110	1323	2561
GNB5	70.5	73	283	108.5	199	527.5
GNE	278.5	181	427	33	87	288
GNG11	144	220	480	37	23	123
GNG12	1623	1930	3163	1103	2141	4581
GNG2	78	103	561	26	41	124
GNL1	529	442	1370	569	742	833
GNL3	805	962.667	1342	432	836.333	617
